,ACC_08,ACC_09,ACC_10,ACC_11,ACC_12,ACC_13,ACC_14,ACC_40,ACH_08,ACH_09,ACH_10,ACH_11,ACH_12,ACH_13,ACH_14,ADC_15,ADC_16,ADC_17,ADC_18,ADC_19,ADC_20,ADH_15,ADH_16,ADH_17,ADH_19,ADH_20,AHC_01,AHC_02,AHC_03,AHC_04,AHC_06,AHC_07,AHH_01,AHH_02,AHH_03,AHH_04,AHH_05,AHH_06,AHH_07,SCC_27,SCC_28,SCC_29,SCC_30,SCC_31,SCC_32,SCC_33,SCH_27,SCH_28,SCH_29,SCH_31,SCH_32,SCH_33,SCH_40,SDC_34,SDC_35,SDC_36,SDC_37,SDC_38,SDC_39,SDH_34,SDH_35,SDH_36,SDH_37,SDH_38,SDH_39,SHC_21,SHC_22,SHC_23,SHC_24,SHC_25,SHC_26,SHH_21,SHH_22,SHH_23,SHH_24,SHH_25,SHH_26
evm.TU.Ap2.1966,4.43839700479783,4.41134136600701,4.75210516774971,3.83268271006827,4.65968385434835,4.50603383434351,5.24253919002153,4.28574205880564,3.36206424425806,4.81570968288391,4.20118485820066,4.37114742524573,3.20349274816622,4.86446999336012,4.91839266429859,4.60345295365293,4.37578303834542,4.96202441745413,4.19641442698358,4.50451364774447,3.90431412154743,3.64206947508099,4.88479240743394,5.00801824878582,4.00657984291598,4.20555168602549,4.7980379327286,2.87698398157545,5.22227025581558,4.82926932176336,4.97411172184314,4.90125457418614,4.490208282949,4.16334627553998,5.69813562363507,3.60900149485734,3.07646263324681,3.77328633011144,5.3317747669148,5.35388468926385,5.00320823420228,4.74481098826115,3.50985796615199,4.36345850829486,4.16761222449321,4.8938224138619,4.68139848787278,4.65013785439152,4.17995747098483,4.09850981933301,4.2381712653995,4.34165331167455,4.60903470844868,4.32659065200077,4.75779808685662,4.35425550089801,4.9793214312945,5.09553478668921,4.50106452213785,4.72120276855039,4.91912297780352,4.86378467710735,4.92581268165676,4.53930881909878,4.10994253378236,5.88545229914872,5.11385930261818,5.18585615558748,4.61893590297783,5.0700358793553,5.11226708591511,5.31866905209822,4.76104947193095,4.88408266896347,5.02534144940952,4.31854197666335,5.80671195013852
evm.TU.Ap2.1967,3.84860963236525,3.42253018532141,3.39822892218282,3.55325644614634,2.87578891478797,3.7114342596667,3.59604099913135,2.96936952947315,3.36206424425806,2.93313982379422,3.44582293026064,3.59322177939111,4.17108007387655,3.09057256531506,3.47408839817796,4.65825294792343,3.39944615405877,4.3574161937267,5.18659667769653,4.86099370289103,3.59433011208301,4.42703349837767,3.04696446254581,4.31694925154289,4.00657984291598,3.8025832594283,3.65687471434889,3.12980827574762,3.55844180183178,2.95499320263849,3.86269462372202,3.65146180226579,3.75887634106996,3.51978156938691,3.34338155437066,3.60900149485734,3.07646263324681,3.59562343125159,3.77002683340161,3.01004104580724,3.9797593241434,3.17580238423473,4.60822681655104,3.58651578458995,4.01443059057299,3.07610322949957,3.36789396260726,2.97435877639115,4.10531025262225,4.73520705984556,4.42133368036652,3.19286725626553,3.65240863703569,4.58637883501361,3.93486079066546,3.40847374847807,3.4754921618754,3.57706652313707,3.58285308396012,3.57390645763973,3.12998715467084,3.62758345963511,3.92403689849726,4.13923608779015,4.18983063666036,3.92709085058639,3.42071907162784,2.86441247963499,3.86749620273224,3.38684096345014,2.67261603300562,4.15444175211214,3.57479731380765,2.61700456090055,2.62123992754045,3.54741223755143,3.23999929061408
evm.TU.Ap2.1972,3.14583199700318,3.62833490899494,3.05091176488988,3.20133894886632,3.52275472702842,3.80543036816196,3.0278745247058,3.55930673765161,3.36206424425806,3.30337580916734,2.7186880033869,3.19170066830407,3.60634305560682,3.78261395165956,2.65878602165622,1.94049022858469,2.88537340335194,2.9679315150976,3.01469178285141,3.29699701677416,3.19269643727991,3.34928887335548,3.04696446254581,3.54602787484536,2.17346537001652,0.958708702142576,3.24897505395045,2.87698398157545,3.16048010799637,3.7837580401317,3.33109945286588,3.44454358003486,3.98035387802436,3.41324955089484,2.73015324597282,3.73393082883277,3.96681882439316,4.13792331350318,4.11683357661389,0.958708702142576,3.14587308258182,3.71635793525608,3.07470608309364,2.74402794163883,4.01443059057299,3.39503827164542,3.36789396260726,2.29182434264438,2.79821438922005,3.14497908858263,2.52667855413491,3.11874435839914,3.54247804576002,2.5511936855704,0.958708702142576,3.21386871326542,0.958708702142576,1.84697622594778,2.69063976791582,2.78961471368695,2.47587882965747,3.73963246063375,3.13483319564561,2.92083365729524,2.63016455407293,4.52423933912986,4.11270670840856,4.06243233836078,2.84824672157879,4.84392078422464,3.27177947128526,3.29016567278373,2.51898522597683,3.20216951956628,2.16498554203421,4.18014059121479,3.9602979132271
evm.TU.Ap2.1975,2.92249896313252,3.30657224580895,3.05091176488988,3.44584613030384,2.74981188904514,3.38331916321449,2.33021598870176,3.63664288606563,3.36206424425806,3.45573688292531,2.50421411167483,2.60866857668435,3.91711297749666,2.84116628115826,2.4503618059556,0.958708702142576,2.3678933583156,3.13087439435441,3.24534104344093,2.6928413136754,2.32916911082919,2.97385005328617,3.04696446254581,3.14934938725462,2.42666596705996,2.1795211034691,2.98608412144014,2.87698398157545,2.13659744154566,3.21506795071641,2.17138217464146,2.50331572922387,2.43115170105686,3.03071845546815,1.88513029362515,3.14573793873631,2.36525606593327,4.37390010965905,2.306754708341,3.01004104580724,3.14587308258182,3.17580238423473,2.78691102163095,3.0886933797096,3.53630838729042,2.65129846664633,2.19305247675251,2.97435877639115,3.15044477646812,1.7959861473643,2.7436381689239,2.279034806532,3.75419758681261,2.86736165678449,2.54318172688062,2.85404481048316,2.52508791259036,1.84697622594778,2.92506336488859,3.03400256182007,2.78024421161402,2.86174234037836,1.91609179057448,2.92083365729524,2.34688929168425,2.85232395998611,3.69169837310089,3.66934655067015,2.58481882378077,3.17240863309128,1.85258538049489,2.68735819987542,0.958708702142576,3.20216951956628,2.62123992754045,2.57600333318219,2.97785012805482
evm.TU.Ap2.1976,2.2973466272761,1.86834579496152,2.71095818144854,1.87863638427725,2.74981188904514,2.94786650021061,3.19423366902996,2.96936952947315,1.95586624669819,2.69796398195863,2.50421411167483,2.83451053614262,2.61805871452659,2.52851282662327,2.65878602165622,2.60193216190698,2.3678933583156,1.91410484243985,3.01469178285141,2.6928413136754,3.70556250474222,2.97385005328617,0.958708702142576,2.89484192409419,2.96085600255074,3.23143138871018,3.12413777821293,2.87698398157545,2.13659744154566,2.95499320263849,2.95771065757683,3.0586083164923,2.96659820524473,2.873357484241,2.24814471159532,2.41552085094875,2.88197549193192,3.27642716992975,3.15971466615718,0.958708702142576,2.89166411908034,2.22305143560383,2.40958225741838,0.958708702142576,2.56811310692454,2.65129846664633,2.65810130177953,3.1376724570559,2.57588788615328,2.12727734581888,2.7436381689239,2.279034806532,3.54247804576002,2.86736165678449,2.54318172688062,3.10468654275029,3.08623274585152,3.66837639619454,2.3987522517948,3.57390645763973,3.31975207516337,2.34956696821488,2.97167425836535,2.92083365729524,2.85828584474987,3.49403157764193,3.08114085361426,2.86441247963499,2.24318355362218,2.91593134156186,2.20412603238763,3.51192081788148,2.9184444913551,3.20216951956628,2.62123992754045,2.57600333318219,2.18473401721907
evm.TU.Ap2.1977,3.14583199700318,1.86834579496152,2.94746275108078,3.20133894886632,3.09529402439127,2.54357880783199,0.958708702142576,3.29678051937864,2.626064327312,2.93313982379422,0.958708702142576,2.83451053614262,2.61805871452659,3.09057256531506,2.83606403925693,2.60193216190698,2.3678933583156,2.9679315150976,3.69142615896808,2.21957694720669,3.19269643727991,2.43681974079511,2.23079564897333,2.12990294369752,2.63238774873758,2.64034299301691,2.83128252797631,4.02114954902227,3.72079277847868,3.61921494488476,3.09437913876443,3.0586083164923,2.43115170105686,3.87845458757572,2.73015324597282,2.41552085094875,3.96681882439316,2.4661314709728,2.99520573251352,3.01004104580724,0.958708702142576,3.5251618496598,3.41360212699196,3.0886933797096,3.64608175248721,2.3649962302689,2.65810130177953,2.29182434264438,2.30047089913671,3.62438912553411,2.52667855413491,2.77037634057979,2.57249584691148,3.2289668501751,3.319461316021,2.98550176371024,2.52508791259036,2.84024753564266,2.92506336488859,3.23926997160801,3.12998715467084,3.22259728307744,2.56351242024319,2.92083365729524,3.05102483549601,2.10202076196593,2.79268181364876,3.50883739067499,2.72368132273226,3.05052799280571,3.00701598493368,2.21538578729138,3.22093935945608,3.20216951956628,2.94804538240281,0.958708702142576,2.18473401721907
evm.TU.Ap2.1978,4.17415187882283,3.72069198311076,5.57021616716367,4.06518919096529,4.59306302493895,5.12399489975786,3.70731575248254,4.58302399220638,4.85167996939966,5.65846857678271,4.77889230490438,5.04581301618221,5.5489717321328,4.24118060431317,4.8053138522235,5.33171308072463,4.99367460049987,5.32319319652911,5.18659667769653,8.05743105330061,7.4187476678506,4.57003912156067,4.80348671628787,7.06314446848981,5.85523839058819,7.39047330072276,3.89878420577399,3.75928135672241,3.27159996155201,3.7837580401317,4.83322295287206,4.32372591997209,4.17151113046866,3.79713081100176,4.83975308137346,6.22853725616415,4.2988606385098,4.42722138508338,3.95416091340028,3.01004104580724,4.49747362191531,4.51162578455599,3.76360129757961,4.47807638502769,3.64608175248721,4.1421458874695,4.91725519628504,4.79676271330787,4.50348366966181,4.20893263247215,5.12898362879593,4.0658052340821,5.37657183475172,5.1904340233216,5.36967453064048,4.97591845528002,5.19422822347654,4.96062867338633,5.73412195228132,5.2148736504091,5.22280411511396,4.95771983375511,6.43306535138727,5.2727839983365,5.57038418620322,3.65398172125259,3.60720018416506,3.32681716437964,4.29259219124444,4.34649940050993,3.27177947128526,4.49591952036997,4.0890036590983,3.91554498951365,4.28772972561659,4.3829752912998,4.43256245016265
evm.TU.Ap2.1982,0.958708702142576,0.958708702142576,4.05390287194913,2.50423040445672,4.33174192468825,3.10964481105385,3.47491995403492,4.46315052151924,0.958708702142576,2.00191525795027,1.87862612167437,4.8224250368762,7.90085249858618,4.24118060431317,0.958708702142576,2.60193216190698,1.97414922920605,2.9679315150976,2.12134606501692,0.958708702142576,1.94528315254943,6.81862308513158,5.40855085314818,0.958708702142576,3.43900022941149,3.63739788795969,1.84230993454804,0.958708702142576,2.58385140462407,6.33567849508146,1.8284360594131,1.87806026921364,2.02147171303258,0.958708702142576,2.73015324597282,3.47153431038498,0.958708702142576,2.85503212831913,2.306754708341,9.63828974718188,3.14587308258182,2.87775787716086,0.958708702142576,4.10194712243778,3.64608175248721,3.8694512592347,2.65810130177953,0.958708702142576,4.90428922054179,3.25556563819757,4.47748164394182,3.04015569453253,0.958708702142576,0.958708702142576,3.319461316021,2.3436048609039,3.4754921618754,1.84697622594778,2.3987522517948,3.95943657079776,2.63781757819911,4.41048233302905,2.28990403029802,5.82844144228018,2.34688929168425,3.65398172125259,4.38716168347708,2.54863870159655,3.33534865351597,2.14378353639557,3.38661579254789,3.51192081788148,4.0890036590983,0.958708702142576,3.42414374306564,2.30056950361461,2.64718717863798
evm.TU.Ap2.1983,3.14583199700318,2.88115491037893,2.83483075492217,2.50423040445672,3.19248662010038,2.94786650021061,3.0278745247058,2.69266749666125,1.95586624669819,3.93683996152383,2.2393575546908,2.32849108088466,2.61805871452659,3.09057256531506,2.83606403925693,2.60193216190698,3.2493696305792,2.78102318619345,1.79162897498525,3.03018291484088,2.32916911082919,0.958708702142576,3.31524967282526,2.57501904048278,2.42666596705996,2.64034299301691,2.98608412144014,3.34148469408521,2.38315590827084,2.16958299109412,2.95771065757683,2.89967059587539,3.16717913668436,2.48138427335875,2.73015324597282,3.31854252360079,0.958708702142576,3.27642716992975,2.306754708341,4.47690481037356,2.89166411908034,2.22305143560383,2.93896256695448,2.25878904455217,2.78959882404412,3.76527663261215,2.83532397155404,2.56576194982508,3.15044477646812,2.12727734581888,2.52667855413491,2.95646565927872,3.42290610854319,2.86736165678449,3.50112305553726,2.3436048609039,0.958708702142576,2.84024753564266,2.69063976791582,3.03400256182007,2.63781757819911,3.05473755462131,2.56351242024319,2.92083365729524,2.63016455407293,2.5381698978828,2.41436362036961,3.11604350495524,2.24318355362218,2.14378353639557,2.85100862221724,3.02390499358986,2.9184444913551,3.60487108695973,3.20748509729103,2.57600333318219,3.23999929061408
evm.TU.Ap2.1984,4.07380588423156,5.15887335814625,5.58653434474202,4.13484273685629,5.60246737972478,5.19394782972283,4.77661599896195,4.86071099742895,5.30507499195371,4.51253129682645,5.76803067318239,4.07701852620575,5.14247578201071,4.86446999336012,4.91839266429859,4.81105107321502,4.22762466469118,3.91923681509808,4.29863537206099,4.50451364774447,5.27611149466346,4.57003912156067,4.88479240743394,3.70792238746111,5.16713801241734,4.08365772092173,5.08155623857095,5.12525062570143,5.44313318534443,5.27141237542445,4.90540103476401,6.22605915630452,3.87401335599144,3.29757968948695,4.00833860876447,4.66095168982695,5.03338807787112,4.94746901802445,4.26262816749449,5.89421959213141,4.58165344346478,5.54709509597905,5.13432742631569,5.35515365772714,4.89084044519545,5.41795001702518,4.34551478165904,4.84247268213898,5.31866653851761,3.8475936012936,5.35450948476572,4.9245362096337,4.85408496161445,4.41857039910205,4.75779808685662,4.75169314777097,4.85842553753872,3.66837639619454,4.6299991612591,3.57390645763973,4.00132843011086,3.73963246063375,4.29829666704733,3.57770575279531,4.4706671216076,5.40509511043606,5.45869944735076,4.36910755308809,5.10797747919556,5.1569874304726,5.64469735401494,5.00157250836797,3.76814531766981,3.60487108695973,4.81914956558701,5.1451844761483,3.45868734197485
