wavelength,ApoSymb_1,ApoSymb_2,ApoSymb_3,ApoSymb_4,ApoSymb_5
179.865,734.25488,795.5313544,717.1325479,701.1759841,740.5202186
180.087,1264.805786,1339.225859,1250.428897,1156.186344,1237.048027
180.308,11731.80868,12411.34937,11000.78537,10139.04312,10859.59499
180.53,12013.34536,12709.53146,11781.70338,10467.90929,11094.82329
180.751,3599.423315,3712.385027,3413.245144,3119.263633,3373.051115
180.973,783.7786525,806.927667,756.1425084,699.212575,755.5410021
181.194,1667.611356,1858.759768,1810.86183,1479.48987,1648.380597
181.416,756.6626528,916.9820167,908.3206716,723.7376064,812.3097615
181.637,615.0686319,841.2373344,932.3259101,594.5811547,738.8290306
181.858,119.4988932,187.1854025,173.9230228,105.2305284,114.0257659
182.08,-195.7348408,-225.0060025,-243.0338134,-188.3176766,-234.288515
182.301,185.3506867,124.8866858,89.68580192,299.2653303,-126.2537565
182.523,96.27093248,166.5118714,175.3826014,9.768157013,146.1034667
182.744,96.84552179,116.6795599,103.8097397,69.60478439,100.5625268
182.965,75.01188671,90.16519239,87.74257623,66.01815175,82.07956923
183.187,78.14445052,91.2710189,88.06873326,74.02893562,82.94846196
183.408,74.8716421,88.00790346,85.94696191,76.04901271,82.20889538
183.629,69.78199687,85.89683495,81.59136654,73.57182164,77.84873269
183.85,69.22312636,83.79676351,80.09731187,74.70532764,77.3474604
184.072,69.30452254,83.29044847,78.20495168,74.56576548,77.9092816
184.293,71.54641041,84.75611333,77.48774111,75.53460459,77.5255287
184.514,74.46720245,85.31208128,78.60014697,79.15003245,80.11578526
184.736,73.0267739,83.94778266,77.35876052,77.23746995,78.51664567
184.957,74.74616922,84.06777886,78.92843013,80.01420052,80.70258447
185.178,76.35530283,86.86874358,80.58626461,82.50745395,82.51938816
185.399,77.95735179,87.98106964,82.08795503,84.13219087,84.32112133
185.62,78.42850978,88.36432483,81.85527305,83.96077834,86.10849825
185.842,80.77842557,89.43651971,82.14806072,85.09439249,87.92384324
186.063,80.44827876,89.13581848,82.78938987,84.38452714,87.35454085
186.284,80.23511272,89.50385923,82.67585605,84.63972802,86.28201652
186.505,82.46730485,91.49017779,85.38105846,86.25259964,87.09366256
186.726,84.69489559,92.82899394,88.82295737,89.31004988,90.47906001
186.947,83.50455564,93.57157057,89.34362882,86.91256585,90.12410099
187.169,83.43029693,93.49214193,89.22141099,86.83453179,90.03886544
187.39,83.105637,93.48617963,88.16602205,85.90784999,87.95803515
187.611,81.50335807,91.17762409,87.88557722,83.81036463,85.51097214
187.832,83.02432353,91.96318692,87.62539395,84.86357379,85.91282692
188.053,82.38893978,90.8062799,87.20629878,85.12419875,84.87497466
188.274,81.77519869,91.30576426,86.96184272,85.0068874,85.07918787
188.495,83.14245429,92.13662369,88.50131269,86.19840684,86.5024611
188.716,83.79744721,92.09802661,89.43734868,87.44970688,88.74122066
188.937,82.63531306,89.83113806,87.61290852,86.9444862,87.58250599
189.158,80.83624359,89.56889487,84.62798039,85.749898,85.73113584
189.379,80.01457015,87.25724556,82.81119509,85.03119267,84.79640701
189.6,80.13307845,87.38617613,83.90620547,86.72748889,85.74670525
189.821,77.96289542,84.27386008,82.10269574,85.01312187,84.50685912
190.042,78.90588347,85.55978595,80.02470027,84.18398946,85.72095413
190.263,78.64398771,85.41880364,81.70068785,83.95769247,86.52019027
190.484,78.41975997,85.13898439,80.53877631,83.42618147,85.48610617
190.705,78.7846332,84.68524765,81.67637968,83.50103142,84.316155
190.926,80.52808148,86.15914745,82.36096751,84.49322223,84.63807181
191.147,79.18081997,85.90614262,80.44428552,82.55344249,83.3274424
191.368,79.03851804,87.00744041,81.76488019,82.94805019,84.23773957
191.589,78.79863558,85.47418816,81.42132741,82.17350033,83.62986455
191.81,80.32698607,87.9781415,82.96956116,84.06434303,85.94510251
192.03,81.12107262,87.6990817,83.87824638,85.29260323,86.19837908
192.251,80.34445309,88.26871424,83.65997493,85.82083466,86.48424699
192.472,80.08708185,88.47822121,83.96330089,86.6787261,86.30041199
192.693,78.13181523,87.47537785,81.3142577,84.03438719,83.94394173
192.914,79.38574935,88.99552912,84.06452577,85.84472727,85.55855545
193.135,79.31909013,89.67499986,85.75713204,85.92787823,86.52590401
193.356,76.88070474,88.00854704,84.68960904,83.98805554,87.15295214
193.576,77.05941982,87.15967013,84.30178025,83.74543929,87.59708572
193.797,74.88874936,84.42285959,81.507613,80.19321997,83.59724758
194.018,74.06434392,84.73426163,82.71322144,79.14343847,82.58370874
194.239,72.83441098,84.09357332,81.86686169,78.33180715,81.17811565
194.459,71.77191717,83.90882331,78.99163948,76.39810996,78.97722442
194.68,73.28293311,83.93389355,79.9621272,75.41785233,79.44970104
194.901,74.34478499,83.34885816,83.07158004,76.89131275,80.48269916
195.122,76.21794209,85.38372088,85.28348996,79.44115903,82.44931949
195.342,76.91597251,85.88705304,85.14754032,78.91118492,83.10163543
195.563,76.18407232,84.55911063,84.21065426,79.18909653,82.05238876
195.784,77.2845155,85.40495273,85.67662977,80.568929,81.43212108
196.004,77.47109602,85.52569637,86.51003898,80.82670769,80.22311679
196.225,79.15729836,86.47093652,87.72109578,83.02353959,82.46867686
196.446,79.48385951,85.9290063,86.94963366,83.35646733,83.18057251
196.666,78.8787896,83.8154766,87.84125407,82.54225838,82.55677494
196.887,79.44840735,83.53550964,88.05479042,82.36703321,83.57002225
197.108,79.14946098,82.71691834,87.18475437,82.12249409,82.76031431
197.328,78.70488936,82.94718428,87.04832279,82.29589328,83.83385504
197.549,75.96939745,79.82273598,85.33664671,79.64778616,81.68696165
197.769,73.47904633,76.8591995,82.72158447,76.80024366,79.6105353
197.99,73.20083597,76.01828103,80.6570163,74.8534316,78.44776032
198.211,71.60952707,75.46849535,78.67883845,74.48317328,77.93778445
198.431,70.54795994,74.50345166,77.34868212,73.38935237,77.22682286
198.652,70.61359217,75.10581949,77.6518771,73.85318939,77.82624582
198.872,71.74845709,77.27689772,79.23182125,75.20451592,78.77231442
199.093,74.3493312,80.70308934,80.14561337,77.5989462,80.95255813
199.313,72.72538388,80.55911538,80.56991036,75.46839571,79.24906252
199.534,74.4497862,82.54608699,81.4391201,77.46961799,80.56843857
199.754,74.27297738,81.26307504,80.06979858,76.77012946,79.36547832
199.975,77.48396667,82.86611076,81.61826522,79.44987885,81.51177689
200.195,79.64751224,85.1246732,84.01444987,82.95995248,84.27592377
200.415,81.0039458,86.80229501,84.06178197,84.86785899,85.92394617
200.636,82.04768555,86.14210454,83.00896429,84.28679009,86.6627762
200.856,83.96830932,88.17434576,84.14001117,84.43379741,87.85808317
201.077,86.64469631,90.8798855,87.00647688,86.45845429,91.39305727
201.297,86.70555908,89.3837255,86.09076947,87.07581862,91.56155517
201.518,84.85614588,87.8052158,85.64373517,85.9140044,90.24203586
201.738,87.13769279,88.20163143,85.34979257,87.25805299,91.53657729
201.958,86.19425785,88.19281598,85.06646796,86.97846058,92.34727258
202.179,86.06377327,90.26396204,85.48899183,86.30444857,93.37783
202.399,84.76833485,90.2488865,85.11132516,85.15528649,92.63055106
202.619,84.30899808,89.73006303,84.62965779,84.27283193,89.99054513
202.84,82.11981582,87.98962553,84.44834616,81.93063898,87.9611564
203.06,81.27363753,87.24476747,85.74254779,81.66341668,86.98269118
203.28,80.51208651,87.72969271,85.82023375,83.39680325,86.90561323
203.501,76.5678567,85.41035886,82.60593501,79.79555533,83.17324309
203.721,75.12413427,83.75089831,80.68922167,78.1258409,82.47880339
203.941,73.34809699,82.72235777,79.07605475,76.74712096,81.16497829
204.161,71.53984074,81.36547806,78.85143429,77.70185687,81.51762317
204.382,71.57103358,81.60547488,78.61990509,77.53588733,80.47957879
204.602,72.27413746,80.24492938,77.96194636,78.14304896,79.53409071
204.822,70.22878465,78.69996717,75.76492353,75.90484261,77.15439684
205.042,70.07941625,77.84395649,74.464615,74.25693834,77.43090498
205.262,71.81491244,79.66358675,76.32789427,76.22665734,79.88707638
205.483,74.1507472,84.35814802,78.75811722,78.81314616,82.98031617
205.703,74.68708646,84.32382058,79.61728732,78.85561453,84.02389503
205.923,76.91560227,86.49322562,80.45668091,80.85755035,84.74221657
206.143,76.64105833,86.34399966,81.29842147,80.47463643,83.67420792
206.363,79.23492687,88.03394755,82.32840693,81.368456,84.73213238
206.583,79.92039516,89.26443523,81.39645519,81.23043454,84.05083201
206.803,77.93426017,88.05039391,81.40670728,80.85645055,83.06399367
207.024,76.40526372,88.58051563,81.26775599,80.26202714,81.7612475
207.244,79.36807019,90.7850668,84.42828886,83.83591582,84.61795837
207.464,78.77766506,91.76807052,85.98754817,84.51748666,84.16598798
207.684,78.27984628,90.11786409,85.00336167,84.28512993,84.40965278
207.904,76.17220623,86.64424822,82.5436794,82.23578257,81.44015425
208.124,77.34153778,86.84053318,83.49868812,83.00623984,81.48232871
208.344,77.99829817,86.13715196,85.43436025,83.41496837,83.13417751
208.564,77.98945055,87.60037752,85.54355432,84.79836313,83.55482389
208.784,77.38193499,85.70920888,84.06693755,84.23802709,82.20321037
209.004,79.46638289,87.50213643,86.65859606,85.57260726,85.02883867
209.224,79.60400825,86.01454645,85.60709166,84.26457597,84.60163407
209.444,76.83024872,83.77010128,82.35120455,81.3912143,83.16523325
209.664,76.50936607,83.2216268,80.787205,80.76077603,82.48588105
209.884,78.2558095,85.30005952,81.53883977,81.94724055,84.3156674
210.104,77.62377938,85.89551599,81.88807522,81.00706037,82.92795333
210.324,77.40709988,84.81973777,80.70325103,80.86282217,83.23351458
210.544,75.69620223,84.24385344,79.24747069,78.33146249,82.43035897
210.764,74.40789518,82.42193988,77.0606212,77.42007395,80.55387107
210.984,74.96534251,82.50586313,77.23642656,77.30518136,82.4090394
211.203,73.88796899,84.11959218,77.52213901,76.422586,83.03223203
211.423,73.37349136,83.9402686,77.8492134,76.86105705,82.17494585
211.643,75.28624486,87.00382798,78.94918894,78.4071288,83.87172494
211.863,79.33099123,90.41172864,83.12712588,81.37060065,86.30101553
212.083,78.47054516,91.7912765,85.19198998,81.90120346,87.70110465
212.303,77.04649598,90.73177287,83.24504072,81.50465713,86.70145416
212.522,76.78975077,90.78871191,83.16537393,82.25202264,86.74982271
212.742,77.78446726,92.61857785,85.36522046,83.37395268,87.11792005
212.962,77.51697197,91.8730101,85.17840048,84.65660807,88.03018888
213.182,78.23562527,93.57901013,87.03991655,86.64433765,89.71501154
213.402,80.59693883,94.63723782,87.51662917,86.73193116,89.42090406
213.621,82.00787212,94.2151173,88.77756029,89.05481871,89.92064415
213.841,81.51337464,94.46956956,88.11202521,88.13673094,89.43116046
214.061,80.18204721,92.79618229,86.46391393,87.98971875,89.30501588
214.281,79.46631711,90.86964548,85.31171713,86.83350305,89.30928919
214.5,79.59831704,89.79137777,84.05017001,86.66013643,87.50796528
214.72,79.35448073,88.38303022,84.85281658,87.1044891,88.3327559
214.94,80.64470557,87.82480342,85.22425401,87.17033173,88.81315952
215.159,80.94797676,87.35684595,85.13954535,87.3893795,88.69197337
215.379,81.24383438,87.50693036,85.01614659,87.71669341,87.72412712
215.599,80.51962068,87.34237464,83.26484724,85.6868254,86.24599036
215.818,79.13303844,88.0606869,83.71512719,85.74859167,86.90925867
216.038,78.55513858,89.19842329,83.73977391,85.81048825,86.37191493
216.258,79.24854317,88.46151649,83.77117512,85.86201919,86.55658777
216.477,80.57355505,89.89706582,87.54151866,86.75573128,87.0126068
216.697,80.84895122,90.14773676,88.3597352,87.41696299,86.01597636
216.916,82.17389296,91.32081646,89.04148476,87.48327608,88.02264463
217.136,82.04814519,92.07399127,89.30963869,87.03510118,87.30270631
217.355,82.2029379,94.31301919,90.44808759,87.4763714,87.5337586
217.575,81.59678999,92.92703564,89.83355272,86.48029774,86.72172484
217.795,83.27875477,94.64848606,91.1262164,87.20790217,88.57199522
218.014,81.45404471,91.32544014,89.39367215,85.76570679,85.85603613
218.234,81.11690968,90.18867485,88.0953989,84.1133033,84.1761088
218.453,82.24781094,89.44622949,88.38703507,83.56986951,85.4597969
218.673,80.16120226,89.41664991,87.72718103,84.09793333,84.69397759
218.892,79.71565142,89.65600808,86.63406532,82.80218997,85.6042968
219.112,79.14521355,88.37383953,85.70933383,81.50876576,85.2953798
219.331,76.74988799,85.84891966,83.79903985,79.06389994,82.56220589
219.55,77.01623094,84.83777166,82.32140214,78.07519871,82.50821796
219.77,76.55900401,84.83048568,79.69220417,78.32712645,83.33295292
219.989,75.86827297,84.63796865,79.49153618,76.59084141,82.14088706
220.209,74.82083311,83.49231378,79.07126365,76.11733911,80.84195133
220.428,74.64112695,85.3973758,79.72054383,76.63022342,82.31273972
220.648,75.14720189,86.06513181,80.99317821,79.58213907,84.1001432
220.867,76.04255059,87.11457032,82.34471016,81.13674936,84.55109312
221.086,78.37947551,86.81766674,82.32477739,80.6169593,85.00087967
221.306,77.9324194,85.05333715,80.82803403,79.88635538,83.65110142
221.525,77.44622459,86.27642246,80.60096172,81.52012735,83.44909306
221.744,78.25542449,86.28491021,79.49992895,82.47967868,82.506767
221.964,78.01365906,86.57462019,78.95943588,82.48307871,82.61680059
222.183,77.73191891,84.17217608,79.69264362,80.83009883,81.01131321
222.402,77.95140505,84.29769983,79.67124894,82.39529372,82.10913814
222.621,78.26176853,84.59811145,80.38376754,83.16944778,82.13856716
222.841,78.85878349,83.37799782,80.2233232,82.40961434,82.1381745
223.06,77.13682383,80.73454432,78.73110796,79.77838027,78.87947884
223.279,75.99383811,79.07616989,76.65947746,78.09881893,78.75297115
223.498,73.3968635,77.4491014,76.02289863,77.12312761,78.05762587
223.718,73.04269538,77.47107414,76.86171584,76.76213679,77.20860161
223.937,74.29152,79.13055037,78.78757258,77.92935845,79.89535143
224.156,76.57720479,81.31707875,81.18877845,79.5197079,82.92205002
224.375,77.4577278,82.44052878,83.66170499,81.06438985,84.01515852
224.594,76.76927737,83.20724757,83.3432234,82.47308963,84.20619392
224.814,78.03145487,83.56065719,83.87771704,81.95212697,84.92766423
225.033,76.54000253,83.34579204,81.88105401,80.94764346,84.58329749
225.252,78.05563512,84.22117796,83.89011201,81.61018197,86.67559369
225.471,80.74959039,87.66838392,86.43400162,85.2428942,90.18062102
225.69,80.02181269,86.79512116,86.10355843,85.08725174,88.72323166
225.909,80.24942172,86.94500994,86.49385041,83.73212993,87.91023322
226.128,80.32711259,88.17676481,86.45806286,86.0321471,88.29285355
226.347,78.63078696,85.63401549,84.61878954,83.37695352,85.76562187
226.567,74.63020717,82.56436449,82.53366846,81.89697447,82.9102086
226.786,72.73975483,81.23878529,81.3032619,79.8807504,79.71920582
227.005,74.89341409,82.9281451,83.07512014,80.48424871,81.77173133
227.224,73.54901117,83.05557267,82.03773238,79.50493568,81.16119105
227.443,75.38944638,84.72344357,83.63502858,79.99292165,82.46410557
227.662,73.33895734,83.52772308,81.03053462,79.28410336,79.39018801
227.881,71.49983193,81.78520968,78.2576251,75.88342689,76.80339848
228.1,71.1685606,81.95797055,78.94740173,75.44798023,76.93559624
228.319,72.89564855,84.6277987,80.02475219,77.34313558,79.0630114
228.538,73.17981258,84.0237541,80.70429361,75.92762576,79.36531751
228.757,74.2003368,84.9928851,80.89502663,76.29378924,79.27698603
228.976,76.92543785,87.94893924,82.41597549,77.60642843,81.0880063
229.195,78.17401781,89.01735008,82.1053381,79.37608983,83.61274728
229.413,75.67423205,86.74721296,80.29916956,77.69688868,80.50442119
229.632,76.03375053,87.12597389,80.69766832,78.92528389,80.39714873
229.851,75.71879078,86.08579666,80.94216971,78.68922411,78.98608897
230.07,74.90710525,87.10305412,82.32166305,78.91440987,79.88510445
230.289,76.90006092,89.12359308,84.28894804,80.44967314,82.01695785
230.508,77.0063553,88.92864837,83.37434313,80.04355713,81.58598042
230.727,76.66711464,88.08574551,82.65340053,79.9639946,81.21742113
230.946,77.18299142,88.7265563,82.58794363,81.55846444,82.6370382
231.164,77.0467864,88.78305,83.68296497,82.35964447,83.93170279
231.383,76.06089651,87.36009999,81.45864792,80.40525826,82.54186656
231.602,75.77046428,87.05404582,81.84705236,78.5861997,82.39080349
231.821,76.59952534,87.99090749,81.86297653,78.82785035,83.67371662
232.04,76.9821388,87.48044296,81.43723091,79.44174793,83.97425258
232.258,76.71803411,87.13091531,80.46386967,78.74597315,83.45651829
232.477,79.37515508,88.58431277,82.08596637,81.27729155,85.27056824
232.696,77.85470446,87.18468554,80.73841563,81.32293653,83.42347731
232.915,77.4130655,87.2763015,81.10137213,81.59055229,82.97860712
233.133,77.61376435,87.82603593,81.90082663,82.54027316,82.85727073
233.352,76.04802403,86.15210037,80.35943797,80.45338496,80.87832378
233.571,77.00680817,86.61910481,80.3804903,82.0396315,80.52934182
233.789,76.9685883,86.39097526,82.71043058,83.11850578,81.53023067
234.008,77.51280691,87.88509357,82.66874219,85.04880589,81.79677832
234.227,76.75684652,86.91674437,82.63062108,84.11660793,80.74555331
234.445,76.44437493,86.63940234,83.25316991,84.45983151,80.02600078
234.664,77.44769902,88.45892679,84.85055739,86.34350405,83.00709286
234.883,77.07240669,88.41512759,83.98227535,86.54563565,83.12705519
235.101,76.47340471,89.75223983,84.50101335,86.76528593,83.80652799
235.32,77.46559758,90.84692888,85.13628442,87.90011539,85.98387758
235.538,76.95002608,89.29516437,84.08069728,85.78544614,85.53566723
235.757,77.2524079,88.99607187,84.31702973,85.89384699,85.74297
235.976,76.99875685,87.77391271,83.92972827,83.86154118,85.69761055
236.194,78.16628258,87.91450116,82.97503778,84.93751162,85.87349556
236.413,78.06385942,86.50023484,83.31663159,83.99031333,85.40486821
236.631,77.61113303,87.03878399,81.8204605,84.10620584,84.93036449
236.85,76.563782,86.96354655,81.18462205,82.88182086,85.75111174
237.068,76.19340304,86.26629773,80.91427716,81.86942814,84.7699788
237.287,76.11906114,85.30874596,80.55892505,81.3185912,82.75953682
237.505,76.16672347,83.34213638,80.10028443,80.33050977,81.83982654
237.724,75.37752248,82.92854547,79.63530595,79.92580654,80.88802228
237.942,76.3277018,84.2443685,79.4846714,81.12743542,81.43125906
238.161,77.10765979,85.5528989,80.09412966,82.21576568,82.01453328
238.379,76.82861035,86.4928915,79.64103757,82.06113369,81.95662629
238.597,74.74079643,85.24689751,78.60470684,79.976673,79.74865184
238.816,74.97041512,85.538466,78.57268693,80.6201968,79.28695024
239.034,75.49700966,84.64654366,79.56359374,80.98505506,79.57821366
239.253,76.11784227,84.40081407,78.9511002,80.87729439,78.19835936
239.471,75.75729716,83.92607757,79.14489726,80.30199174,77.48969052
239.689,75.48654138,83.11125101,79.17458538,78.96493966,77.91384176
239.908,75.1101345,82.6732488,78.45760698,78.58404429,78.54019802
240.126,75.19325977,83.11733965,77.76756482,78.13469363,77.59634799
240.344,75.49815199,83.72452899,79.98023858,79.63446864,78.99651465
240.563,77.13520533,86.16061498,81.66626578,81.04839434,80.17275228
240.781,76.36293844,84.39810076,81.83293125,80.36449333,78.9544298
240.999,76.34007649,84.92148382,82.88936909,80.5546752,80.00302127
241.218,74.891994,84.0319902,81.15514781,77.84852285,79.35801019
241.436,75.45152425,84.56083002,81.89997285,78.90983832,79.68172738
241.654,76.86989493,85.69000374,83.95988335,80.80264052,81.58323643
241.872,77.2803572,85.67262774,84.34745807,82.32182803,82.51227605
242.091,77.62650355,87.04960557,84.30186881,82.24445945,83.25064142
242.309,78.98532696,87.53214059,85.45163897,83.52852785,82.83256576
242.527,79.54211536,87.49246819,86.42586115,83.93043751,83.33605391
242.745,78.5252644,86.6326249,84.89724433,82.13895272,82.16431868
242.963,78.23791608,83.98218313,83.2854708,80.91414072,81.29966486
243.182,78.48966736,85.47267648,83.03733357,81.79766695,82.94835066
243.4,80.07051423,87.00211217,84.78763516,84.43080728,84.8656541
243.618,81.87422718,88.43595347,86.96578013,87.11718966,86.70177695
243.836,80.90181483,87.52726514,84.93282024,85.02671242,86.91591145
244.054,78.96601073,86.17346619,83.79911819,83.25209583,84.90395794
244.272,78.90227099,85.86278819,82.19329232,82.1673424,84.09688327
244.49,80.03443616,86.52404162,82.90203263,84.27487404,85.07624524
244.708,79.94590917,87.12207269,83.38562407,83.4462681,85.55973965
244.927,77.79614193,85.93220909,80.63063289,81.28865402,84.71427927
245.145,77.97197136,85.20816697,81.19109734,82.11899549,84.74104646
245.363,76.47502466,85.49507633,81.35354107,81.75706371,84.61946914
245.581,76.43988829,85.15320821,79.73071724,81.22550312,84.28337889
245.799,77.99461503,86.88075706,80.15810976,81.53697187,85.72480148
246.017,76.35259635,84.61173836,78.56264101,80.9058166,82.92627546
246.235,79.0648091,88.03434128,82.22658569,84.04608312,84.91605893
246.453,80.71595108,89.63098656,83.39130583,85.53408932,87.65918242
246.671,80.68000694,90.88106134,85.07394608,87.78969954,89.03869062
246.889,79.58864818,89.39586262,84.44065934,86.58289696,88.18778247
247.107,78.36496733,89.48038258,84.594654,85.51061063,87.3173926
247.325,78.46597872,87.94285149,85.45874912,84.55833553,85.95013558
247.543,77.91704895,88.27741569,84.68830894,83.44545417,85.37692615
247.76,77.15252019,86.75991614,83.3352485,82.85895577,84.94400391
247.978,75.99904778,85.36178408,83.92467896,81.46003906,83.93397442
248.196,75.1501399,83.78291223,82.06034091,80.54288256,83.11911235
248.414,77.93090437,87.02010178,83.72237283,82.45898933,86.76392739
248.632,75.66785283,85.01948243,82.27582537,80.58221955,84.71485323
248.85,75.20886573,84.0171454,79.85975706,79.49027583,83.63438263
249.068,75.35901769,83.72541141,79.63665003,78.14677571,83.3222213
249.286,75.38841258,84.46063481,79.43045075,78.37100246,82.65883126
249.503,76.26114811,84.13533283,79.51329297,79.93977482,84.01556323
249.721,78.76850152,87.18139092,81.49556892,83.44573542,87.1949569
249.939,80.31093005,89.38734435,81.24874087,84.81156214,87.76114764
250.157,81.82863569,91.77456226,84.22306272,86.07080962,89.29547225
250.375,81.56265452,94.20099537,84.92121089,88.19046578,88.93409607
250.592,79.68583888,92.55520388,83.85638214,85.97490483,85.86768385
250.81,77.81775119,90.50551361,83.3142454,84.5322245,83.55121656
251.028,79.71750974,91.17203766,83.08379904,85.40716186,84.20292735
251.246,78.93010538,90.96264441,83.00470097,84.07593663,83.10187379
251.463,80.62176737,92.69249602,84.48647981,84.94646212,84.12118786
251.681,79.62818831,91.02220567,82.99677738,83.28358715,83.70551254
251.899,79.12636185,90.43896331,82.07431216,81.88683798,82.24419886
252.116,76.93022016,88.85491207,81.13995577,80.688702,80.0008893
252.334,75.59935272,87.81223443,82.05927795,79.85772392,79.9559853
252.552,76.11767499,87.26199799,79.99738547,78.75799338,79.89054686
252.769,76.678478,85.11689688,78.24303353,77.35182255,79.98122459
252.987,77.25994445,86.00551423,79.36449932,78.97704799,81.24854756
253.205,77.5348453,85.66002365,78.53072807,78.50025596,82.1250797
253.422,76.1101349,84.76506399,77.91004959,77.56065703,81.54166846
253.64,78.00741723,85.22032969,80.88999114,79.84957849,83.89614966
253.857,75.94194655,82.5251807,78.64090664,78.23325686,81.90931037
254.075,78.04221081,84.80980069,80.77061293,80.2351006,84.27572786
254.293,77.82384083,85.47954704,81.40184518,81.6298961,84.40621417
254.51,79.47128055,86.05598217,81.38613724,81.98601912,86.19884818
254.728,79.50416944,84.90933872,79.73136889,81.31908488,85.53714912
254.945,77.71743043,84.52828916,79.76073183,80.59352161,83.79449698
255.163,76.68006934,83.53094994,80.70446088,79.95300227,82.66485607
255.38,76.39519532,83.0092338,80.3447115,79.25776571,82.59041729
255.598,75.52051009,83.01538687,80.45163447,79.30223723,82.41825584
255.815,75.2192946,83.71845791,81.12045737,80.3260447,82.95091912
256.033,74.29290181,84.50594958,79.79411275,79.69306066,81.25343782
256.25,73.20686532,83.3709931,78.85933322,78.99320164,80.7079094
256.467,71.97349467,81.46097272,77.53896234,78.07372716,78.19784214
256.685,72.87198646,80.35307039,77.84641171,77.37101222,78.41622637
256.902,72.21101397,80.53028589,78.11788406,77.0384592,77.90979853
257.12,71.85762024,81.01390327,79.60705508,78.00624673,78.14557701
257.337,73.26262172,81.89436115,80.41778898,80.13717854,79.64149831
257.555,75.06946014,83.38122282,81.07645213,81.9478136,82.11073862
257.772,74.65902221,83.07063056,80.51223214,81.42202924,81.28789667
257.989,74.66158397,82.71117558,80.71088693,80.49818391,79.80970826
258.207,74.72577604,82.5426189,81.48053567,79.54572021,79.63417583
258.424,74.43819529,82.31993383,81.43785873,78.61106889,79.58949784
258.641,74.68801314,82.26958813,81.13482825,78.93969874,79.63713006
258.859,74.69418484,82.49948377,81.75887151,78.97994413,79.40988213
259.076,74.47261042,84.66195577,81.209299,79.88126869,80.10131839
259.293,73.33110319,82.96132382,80.43510973,79.4663012,78.59722649
259.51,73.12148535,82.81348772,80.13335479,79.22949725,77.26627231
259.728,72.16411542,80.81032775,79.02325028,77.07058828,75.51274655
259.945,73.12274905,82.61697187,80.38251858,78.5057622,76.42646135
260.162,73.57370386,82.58602967,81.16973654,78.13356174,76.71215911
260.379,75.60510952,84.77942583,82.80892305,80.51591214,79.08647512
260.597,76.58996396,84.96068155,82.84994059,81.00971877,79.16749216
260.814,75.82670401,84.42947695,82.04256334,80.68067522,78.67051004
261.031,76.49299794,85.83835769,83.31087792,80.87123273,79.25036745
261.248,77.56332007,87.32947639,84.15741925,81.91628825,82.01370964
261.465,78.6128034,86.69157885,84.2836768,81.83286542,82.44936188
261.682,79.35414546,86.90210087,84.8486465,81.38094926,81.77120443
261.9,79.45807278,86.24427735,84.18659691,81.27106601,82.73344072
262.117,80.193779,87.31748817,84.88633159,81.92429094,83.25401141
262.334,78.21521691,84.24931976,81.50140844,77.92435038,80.60014272
262.551,78.58064993,84.80098587,82.1857894,78.27610633,81.80458276
262.768,77.7653294,83.1123527,80.79485639,77.35651639,81.55933586
262.985,76.5016432,82.08928832,79.88289191,76.71144234,81.09643216
263.202,76.30766491,81.39379108,80.11643049,76.54618467,81.47863742
263.419,76.03303389,81.49217548,79.64424355,77.54652571,81.22020524
263.636,76.10587925,81.06597038,79.76335586,76.97717683,80.27403916
263.853,73.22929392,78.58718932,77.91935485,74.03577978,77.77612333
264.07,73.59490804,80.27896865,77.03234526,74.89542469,80.36282204
264.287,73.86287163,79.19083184,77.51134248,74.0460316,79.92635852
264.504,74.30174592,79.66674055,79.13457879,76.02729019,81.72682495
264.721,73.8209386,78.06642432,78.49293472,76.33319391,80.79853477
264.938,74.46911224,79.26585062,78.22821764,78.40105135,81.13532368
265.155,74.52054775,79.90213666,79.16689483,79.09305487,81.96859416
265.372,76.26169802,81.13664156,79.54987341,78.87423616,83.27776791
265.589,75.76094297,80.66147738,77.29068436,78.55241231,82.113949
265.806,75.98671737,81.4467011,77.50792821,78.82227625,82.8406368
266.023,73.3044167,80.02588,74.93509335,76.09958793,81.41980669
266.24,76.29863462,82.41302102,77.32750175,78.5039794,83.82694995
266.457,78.0891429,83.87045938,80.82041031,80.70921295,84.49883809
266.674,79.80980669,87.27411694,81.43295128,83.18653551,86.65302216
266.89,78.38139046,85.86263171,79.24322481,81.24431015,84.29578869
267.107,79.51380907,88.7191994,81.02391553,82.15991576,85.25151868
267.324,78.6587671,87.24033586,80.60813782,79.44389935,83.94909673
267.541,77.73057196,86.56172463,78.94440197,78.13202036,81.3429544
267.758,77.77061296,86.30132309,79.23979038,79.6094623,81.3638024
267.975,78.99066103,87.47717531,81.59148565,80.30465941,82.42125505
268.191,79.16622344,86.02578916,82.27696605,80.14925919,81.8767472
268.408,80.79472289,87.13097338,83.82301485,81.58821155,81.40837363
268.625,79.46395871,87.06909811,83.00561223,81.627576,80.78834115
268.842,77.54113957,84.70119814,80.65806783,78.48388176,78.78219079
269.058,76.2836506,83.81546235,81.16673787,78.0358663,78.90017269
269.275,76.93787313,84.2015673,81.12729017,78.23252675,79.8797418
269.492,75.81787149,83.42114605,80.26412093,77.57012076,79.33795047
269.709,76.47506596,84.48392531,80.40529133,78.88421377,79.95019632
