wavelength,Sym_1,Sym_2,Sym_3,Sym_4,Sym_5
261.9,62.87168693,56.46768863,64.11509779,57.62137277,61.28192944
262.117,63.88929791,56.75816398,65.41899792,58.18758851,61.36989723
262.334,62.19847737,54.89897376,63.1709206,56.0254955,57.24538577
262.551,62.49986269,54.47904598,63.35155626,55.82918436,57.17779099
262.768,60.97013466,53.50453856,62.69182664,55.66330464,56.11458858
262.985,60.92378897,51.78061346,62.10971736,55.83370462,54.56988308
263.202,61.9387414,52.22053589,61.71904234,55.94606305,56.03448839
263.419,62.67648712,52.08493499,61.8457231,56.62345633,56.42352912
263.636,63.41610943,52.40982979,61.42910229,55.64980595,56.54476577
263.853,61.4861786,50.594578,59.73058571,53.65077624,54.04956095
264.07,61.93044108,51.38651778,59.36770206,54.59130231,54.72715913
264.287,62.56570375,52.73762413,60.23703257,55.31484073,55.49653672
264.504,63.27070931,54.44324037,61.05895344,55.95558502,56.61872281
264.721,61.41033458,53.22183088,59.79745296,55.34948829,57.34877367
264.938,62.04236699,54.25535662,60.46223182,57.15357927,58.65692218
265.155,63.72176892,54.78244824,60.40666019,58.35043565,59.08904016
265.372,63.78333558,56.87877936,60.22470983,58.09058428,60.33371486
265.589,62.16637004,55.07891145,59.34252156,56.06143956,58.63080356
265.806,61.53186523,54.8782974,59.68113258,55.74232839,57.37931332
266.023,59.86879002,53.84985338,58.19903084,54.30047707,55.31671504
266.24,61.44967218,56.04012183,60.7276121,55.97524209,57.83015967
266.457,62.26687724,57.69228946,62.12242599,57.72368454,58.75538236
266.674,62.19241343,58.47533899,62.40029886,58.93980653,60.01486583
266.89,60.76359075,56.64171876,61.72908323,57.85651123,58.89404263
267.107,62.66575159,58.45493655,63.39064694,59.71549189,59.37209065
267.324,61.60789516,57.60849828,62.87878478,59.02189157,58.96407832
267.541,59.73608906,56.69850223,62.78262494,56.98377332,57.8463043
267.758,61.0653862,56.59573704,64.24402388,58.38357324,59.00611778
267.975,61.28809564,57.95991198,65.40624156,59.47462488,60.62207744
268.191,61.75153041,57.38320548,64.80640994,58.28272257,60.73277302
268.408,62.94690922,57.86126031,66.14696574,58.55750035,62.04265193
268.625,61.50111415,56.1388951,64.98318089,58.22744168,61.05055909
268.842,60.10408747,55.33620687,63.67590434,56.0996196,60.07175916
