wavelength,Sym_1,Sym_2,Sym_3,Sym_4,Sym_5
343.084,52.28156809,52.58984973,59.70288482,54.35315699,53.4831236
343.297,51.96202994,51.87834103,58.94456722,53.17326541,52.37426646
343.509,52.50045146,52.00158207,60.05650547,53.26887166,53.25655854
343.721,53.0225706,52.22413915,60.43029363,54.09905343,53.35660015
343.934,53.43956065,52.3401125,59.30653629,53.26357053,53.39583441
344.146,54.32092988,51.49202672,59.68700374,54.15603461,56.01110764
344.358,56.74850236,53.34589938,61.27925416,56.0963802,58.72236087
344.57,57.72575604,53.71060038,61.14278383,55.4219085,58.57348592
344.783,56.90179166,53.55352985,61.150651,55.48814775,58.60741559
344.995,58.16860326,55.0793535,62.18594126,56.61649672,59.3546085
345.207,59.78527093,56.11582308,62.69801261,58.17648267,59.4251872
345.419,59.45095842,56.94468911,62.03037516,58.16766872,59.64400323
345.631,60.0396393,57.75600679,62.78109614,58.84446113,60.72296821
345.844,60.7885057,58.54329773,63.31415725,58.482295,62.33048175
346.056,60.77021581,58.03625275,63.51961,58.28202729,61.27341953
346.268,59.60426002,57.03324136,63.6151661,57.29198841,59.40267214
346.48,59.90564503,58.06963932,63.78736685,58.11422753,59.90428656
346.692,57.98033608,56.79004704,62.18759874,55.79735414,56.65986847
346.904,56.98709097,56.44142449,62.25551444,55.09826895,56.24860561
347.117,56.11045596,55.05730959,60.77727909,53.23042404,53.56878204
347.329,55.00068693,54.1285737,59.97743781,53.48535334,54.92707447
347.541,53.03823864,52.53714134,59.04885659,51.81756393,52.87707272
347.753,52.26858482,51.32413428,58.87980307,49.70800594,51.78336297
347.965,52.05864791,51.3679118,58.0364022,49.27954343,51.37147835
348.177,50.42549226,51.19449404,57.59558814,49.65249986,50.16785309
348.389,51.27146206,51.38656202,57.87708674,49.21102118,50.66457794
348.601,53.62358945,53.5219842,59.12222596,52.24752907,53.05255428
348.813,55.56198194,53.87153155,59.88793954,53.64417314,54.48148333
349.025,55.94327376,53.79942547,60.67710956,54.25948663,55.8541006
349.237,57.17697155,53.78356928,60.32399131,55.84844532,56.93870388
349.449,57.13335917,53.75882161,60.21300661,56.50609526,57.51690641
349.661,58.39610665,53.77479516,60.48943234,55.86600654,56.76937343
349.873,59.37718804,53.98771607,60.81572548,56.09959421,58.20975527
350.085,60.35180775,54.54002269,61.25006705,58.4823855,59.42944939
350.297,60.37319238,55.51792253,62.80609206,59.11940384,60.60649162
350.508,61.33525077,55.00773543,62.61005611,58.59310772,60.31122147
350.72,61.87500074,55.37431427,63.05765158,59.38395864,60.96338183
350.932,60.87049788,54.49208171,62.25513753,57.32594844,59.57075435
351.144,59.19268642,54.11394497,62.29284669,56.27418265,58.35363226
351.356,58.60490001,54.31087952,61.57491367,55.28519615,57.75898647
351.568,58.77291342,55.69883662,62.64290229,55.82690792,58.29656278
351.78,58.9064841,56.85030585,63.25372933,55.35650985,59.0954062
351.991,57.8691173,56.16540619,61.93893342,55.00515317,57.28407723
352.203,58.74257082,56.7366323,61.35235324,55.80182834,58.3640561
352.415,58.3309616,55.786223,60.85879465,53.80234863,57.29123844
352.627,58.79091718,53.52415278,59.23365335,53.83860693,54.92358351
352.838,57.26002078,53.63819449,58.95929923,53.31643396,53.79641765
353.05,54.64016906,52.4477895,57.23395578,51.70294753,51.986276
353.262,54.65694285,51.63592815,57.00654065,51.71260513,52.12578223
353.474,54.61233683,51.2016104,56.65777205,51.01726318,51.31017743
353.685,55.37222442,51.83445353,57.17101347,51.74626086,51.76805696
353.897,56.06701612,50.42871456,56.76838839,50.70087353,51.7134776
354.109,55.68584877,49.09353092,55.70616095,49.82238632,51.01364219
354.32,54.54697988,48.74480864,55.94047231,49.21653396,50.60248368
354.532,53.65895122,48.22028904,57.12204361,48.77932204,50.50904865
354.744,54.84368116,50.58544437,58.97670657,51.05684076,52.71804007
354.955,54.71726677,51.63530485,59.48672537,50.89802415,54.04299457
355.167,54.95191706,50.91512942,58.28861907,50.71076197,53.035212
355.378,56.6297902,52.40750977,59.41764418,51.89197988,53.86242045
355.59,56.15414161,52.59751103,60.13971838,52.48308634,54.60972449
355.802,56.03995435,52.82720399,59.32373956,52.29837893,55.08239347
356.013,57.15942762,53.87197888,60.88592356,54.672429,56.44253458
356.225,56.27627002,54.50704386,61.12207636,54.16487097,56.00897474
356.436,56.54149807,54.92498682,61.23565217,54.81348885,56.09390652
356.648,58.07937729,55.20558726,62.16532717,54.49814634,57.63233383
356.859,58.85608868,55.68410415,61.37018308,53.96837537,56.60280102
357.071,59.38167426,54.98469095,61.08078336,53.63712616,55.7153282
357.282,59.4509578,54.53088378,60.30836429,54.38909258,55.31948593
357.494,59.99965485,56.25896095,62.04895309,54.86491745,57.5740915
357.705,59.84271147,55.31738204,62.2259632,55.35660679,57.18023117
357.916,59.83739318,54.48035028,60.62760891,54.97112248,55.62776722
358.128,60.16989126,53.99571683,60.55980687,55.04155703,55.55300363
358.339,60.14963788,54.33020611,60.23395873,53.7013303,54.22733077
358.551,59.90817888,53.26530362,59.75465585,53.46413068,53.54045583
358.762,60.01207823,53.83728185,60.83594979,54.18951122,53.36885186
358.973,59.9180072,55.42536386,61.62166879,56.68438573,54.58961112
359.185,58.43456317,54.9576824,61.20249929,56.45019984,53.48199589
359.396,57.04859485,54.7111887,60.17896243,56.09924253,53.80372308
359.607,56.7601062,56.43671864,61.27948133,55.36498371,55.48341756
359.819,56.84801357,55.1243238,60.15824464,55.4019193,54.24792497
360.03,56.55603469,55.09576604,58.96107259,54.50139674,54.44597873
360.241,56.73705727,56.06569171,59.98300462,55.15621196,56.470941
360.453,57.08565825,56.21729498,60.6452832,55.37438179,55.51857088
360.664,56.01012067,55.21699626,59.87190801,55.75330442,55.36393635
360.875,55.85502938,56.40943504,59.65224991,56.19037667,54.94338918
361.086,57.15625787,57.01111121,59.80999432,58.14211308,57.04677954
361.298,56.83910446,55.44138329,59.10185139,56.2186003,55.19687419
361.509,57.95371864,55.90259455,59.89354092,57.60741349,55.68873569
361.72,57.24076073,55.47685996,59.95334853,57.54433282,54.51378365
361.931,58.40471578,54.89378341,60.66179746,57.61190062,53.86651886
362.142,58.34470264,54.90748446,61.47181272,58.16128413,54.5753227
362.353,58.98697317,56.05811686,63.55097585,59.09298394,55.76497309
362.565,58.87296016,55.01781169,62.48155923,58.38764858,54.62140549
362.776,55.50723565,52.53596274,60.83542516,56.24738449,53.0510442
362.987,55.79085355,52.06977521,60.80041638,54.87561047,53.47715462
363.198,56.08008753,51.76189455,61.20439505,54.83746904,54.79379132
363.409,54.53511426,49.89232174,60.35218994,52.37882494,52.50447981
363.62,54.11475719,50.75938464,60.62736525,53.07637706,53.30782172
363.831,54.44700703,51.14327874,60.51482158,52.90792836,54.56474383
364.042,53.83935326,51.51669652,60.61320135,51.63738909,54.74962
364.253,53.12937792,51.46171728,59.79551082,52.01257458,55.26157952
364.464,53.21456497,53.07175072,59.8330675,53.3748757,56.25538296
364.675,51.54857044,50.62083849,57.23450704,51.02054578,53.93149012
364.886,51.71636004,51.51311211,57.89443332,50.94812581,54.02705526
365.097,54.53061723,53.53683769,58.43919898,52.17011464,57.10793288
365.308,54.13507311,54.00380632,58.86601299,52.73986394,56.82442224
365.519,53.44609593,53.48711921,57.83265703,52.55197046,55.31286071
365.73,53.26432778,55.23210576,58.74173849,53.43053273,55.30946467
365.941,53.52494639,55.38543191,58.49969851,52.968527,54.67736464
366.152,52.02201999,53.79695658,58.28861307,51.25846077,53.05107165
366.363,53.20696098,53.84453029,58.01930846,52.41372556,52.9754188
366.574,53.46601402,53.19487698,58.74940274,52.46665962,53.24921406
366.785,53.15952223,51.12477862,57.84380334,50.44564829,50.41431028
366.995,54.78891264,53.40236656,59.29967692,52.87946276,53.417943
367.206,53.85809162,53.35618844,57.68196865,51.81002302,52.17032762
367.417,52.61334854,53.38549526,58.30954181,52.64782088,50.86364358
367.628,52.33982042,52.46148611,56.79362156,51.89830004,50.92137182
367.839,53.41899846,52.84962144,58.45932663,52.14547506,52.78306034
368.049,54.78449022,50.96079692,56.82238139,51.68924592,53.30576744
368.26,54.22446238,49.59325523,55.67192655,50.85357774,51.90933776
368.471,55.59395493,50.7267917,54.60185628,52.01512645,52.21234366
368.682,56.28239822,50.96715419,55.10510936,52.55628842,53.62232424
368.893,56.0235063,51.02998328,54.09340483,52.0057661,52.53004604
369.103,57.10211202,52.96037137,54.11817606,52.57382234,55.08052457
369.314,56.84165483,53.30054963,54.93913621,53.06283002,54.36857272
369.525,57.98727044,54.37861403,56.6543855,53.91082651,56.11819889
369.735,58.49893939,54.68107699,57.0358686,54.10449727,56.32033126
369.946,59.36476458,56.12134893,58.43296583,55.3024741,57.8112257
370.157,58.8457639,56.36166665,58.55242028,56.6721888,58.85029432
370.367,57.46137368,56.2885948,58.16337152,55.14161353,57.32018432
370.578,57.44413944,56.03114469,58.67505414,54.47407141,57.3796485
370.789,56.42673966,54.6081108,58.53429606,53.3781892,57.39296696
370.999,54.00631118,52.84362777,57.23271437,51.37300225,55.05980022
371.21,54.93319349,53.27630262,57.34577041,51.5768463,54.96675771
371.42,54.26194733,51.38669396,57.73385643,51.27323774,54.43745898
371.631,53.70175729,49.31732871,56.2625412,50.01287845,53.04095962
371.841,51.39915676,46.12996006,54.58884435,48.90500834,50.77817125
372.052,52.18333608,46.35649164,53.63456065,48.25869769,50.59097268
372.262,51.02282258,44.82853117,51.97102666,46.50008062,47.93909201
372.473,48.7766576,43.62894285,50.07038287,43.40238529,43.74855674
372.683,49.60924451,44.26972557,50.82938814,44.48971559,45.64108845
372.894,50.40318936,45.12856819,51.3047046,46.27689299,47.32705717
373.104,50.69424913,45.65920317,52.64474469,47.45538639,48.66873208
373.315,52.7198295,47.15460769,53.81628269,47.52038517,50.39884273
373.525,49.8200996,45.86174585,52.64161194,45.8207044,49.05536081
373.736,49.17183998,46.21710566,52.03902765,45.77229402,48.04664549
373.946,49.18237675,46.40377746,51.82864586,45.34345562,47.50355723
374.157,50.52508058,48.15347016,53.65037102,45.42809309,49.40991714
374.367,48.25156763,46.49087774,53.16554728,43.96870196,48.42136234
374.577,48.04332177,46.03071993,53.57139903,44.79020877,48.69270883
374.788,49.26418481,45.8310272,53.7160167,45.66104598,49.78547836
374.998,48.65418247,44.4691626,52.8742108,44.56673286,48.946288
375.208,48.12380122,44.55184864,52.92094246,43.84873876,47.52258673
375.419,47.48212736,43.88289406,51.82354151,43.27223673,44.93522822
375.629,47.12240516,43.32752106,50.5013825,44.04693688,44.8248471
375.839,48.5164499,43.77760588,51.31095426,44.43045365,46.08984434
376.049,48.91418022,42.88491415,51.06055837,43.6056752,45.36742274
376.26,48.81423203,43.68027513,51.33226581,44.28367175,45.97426669
376.47,48.06803742,43.1000265,49.82799613,44.34437746,44.60694023
376.68,49.33799175,44.01734776,50.38370563,45.82697205,45.99077586
376.89,49.62264016,45.00983322,51.04380555,45.95873595,46.7324882
377.101,48.19625207,43.93327081,50.55115274,44.7670686,46.39698342
377.311,48.1058218,44.73290853,50.89301937,44.81976934,45.42806583
377.521,47.70698566,43.84525244,49.92885519,43.85873541,45.93826137
377.731,48.66736583,45.19677689,50.30349903,44.27310933,47.36130259
377.941,49.49326857,45.68290372,51.63926839,45.17609295,48.20937448
378.151,48.65617101,44.88006383,51.19166075,44.79485163,46.49139666
378.362,49.00263487,45.56296462,51.7587313,45.49075845,47.4635142
378.572,50.03710654,46.33540961,52.22889552,46.23330659,48.08860575
378.782,50.87624203,47.63784731,53.76577442,47.6980494,49.53130577
378.992,49.98586497,46.28819336,53.14830599,46.6418737,48.00634059
379.202,51.17303036,46.03920004,53.19410314,47.01871672,48.80802745
379.412,52.70516879,47.79322946,54.10785006,48.3364041,50.40204351
379.622,53.00029135,48.12189227,54.12170363,48.87345731,50.51751108
379.832,53.17413173,48.5097812,54.38175857,49.07434193,50.94894607
380.042,52.69548852,47.42784494,54.01374737,48.37658191,50.60050761
380.252,51.68256165,46.7681041,53.57092414,48.36268112,49.50899167
380.462,51.56248401,46.62030653,53.48494948,48.78450533,50.12266797
380.672,50.74214803,46.77191985,53.53425859,48.61054504,50.35660668
380.882,49.02757056,44.4077098,52.20574033,46.66998361,48.84943426
381.092,48.77605944,42.77475326,51.25346659,45.1498769,46.5031252
381.302,49.84325937,43.37454412,51.14628046,44.95983397,46.41848888
381.512,48.74645035,42.85492151,50.84821733,43.46868156,45.85834004
381.722,49.27867141,43.35754494,50.93265542,44.36104481,45.44594848
381.932,48.61750211,42.49767282,50.95946703,43.94649307,45.33802777
382.142,48.86983293,42.55100062,51.3164499,43.81544816,44.9558595
382.351,47.5432695,42.3584085,50.75825855,43.77176486,44.71534588
382.561,46.8826344,40.98162699,49.76552748,41.47446749,43.01372143
382.771,47.56930083,42.23509005,49.77323176,41.66043807,43.77138589
382.981,47.35304032,41.94759506,48.95508813,41.1972679,42.61996093
383.191,48.18429854,42.90737929,49.70965125,42.15278776,44.34443482
383.401,48.10162139,43.14362925,49.5270357,42.37619249,45.41483092
383.61,47.13797315,42.81820798,49.96553723,42.23682623,45.21693889
383.82,46.38192455,42.45724263,49.09829939,42.20832545,45.03957873
384.03,45.00400776,41.19973138,48.63171751,40.71419341,44.19062039
384.24,45.04043856,41.02579329,48.76600591,40.55319317,43.6095081
384.449,44.47503019,40.59160317,48.09887148,40.95380616,43.10644601
384.659,44.31207376,39.79634425,47.22593544,40.1664774,40.85986401
384.869,44.38922189,40.82128854,47.0727152,41.15312826,41.71203151
385.078,44.07067715,39.92242972,46.49374689,40.70462835,40.33701142
385.288,43.26712717,38.81606878,45.82021598,39.77018921,39.65702295
385.498,42.55224327,38.3481616,45.38284819,38.97293185,38.42199884
385.707,41.32170176,37.3478246,44.55288934,37.19432084,36.6337948
385.917,40.89951828,37.11525417,43.88114943,37.07339831,36.32021877
386.127,41.2622348,37.14248224,43.9158761,37.71951893,36.39986357
386.336,40.79130744,36.13485237,43.21227278,36.74447612,34.8855388
386.546,40.05082792,35.28778108,41.86097932,36.03530296,34.74527773
386.755,39.44919965,34.28071618,41.27330843,34.9425599,33.8907321
386.965,40.11394732,35.63102007,42.03323394,35.63343232,35.94965
387.175,39.15668555,35.24529115,42.49101114,35.03801665,35.53049085
387.384,38.13780693,34.0137476,41.96345572,34.01478889,34.9392936
387.594,39.06734826,35.00943872,42.32356263,34.92378679,35.85203721
387.803,39.69459721,35.1032014,42.5056607,35.2685582,36.20147039
388.013,39.5260121,34.80232937,42.24003374,34.75394998,35.979833
388.222,39.84849586,34.66815229,41.58374272,34.64274422,36.21387826
388.432,38.94922221,34.18031595,41.23794858,34.29377592,35.19875363
388.641,38.71104364,34.2052741,41.26962186,34.31912898,35.60113104
388.851,38.15362457,33.81930252,41.15872261,33.64031455,34.6434507
389.06,37.67611215,34.28907477,41.10350223,33.77308172,34.92564584
389.269,36.33093583,32.40991016,40.18715353,32.5300371,33.03654429
389.479,36.47015993,32.10072636,39.46132918,32.3183091,32.13965252
389.688,35.92374975,32.26351801,39.1936286,31.96727179,31.59232535
389.898,34.78060693,31.39966122,38.70887118,30.83379049,30.42049423
390.107,33.58213462,30.57837426,38.03287976,29.83034898,29.21606075
390.316,33.41695403,30.88809638,37.78530974,30.45025111,29.37568064
390.526,32.32723945,30.30864249,37.2827357,29.52037167,28.19139079
390.735,32.33151376,29.50044894,36.38406182,28.09666879,27.13375515
390.944,32.36070036,29.31975815,36.21394599,28.16525788,27.05447241
391.154,32.05822127,29.08711517,36.04888903,28.13800816,27.17621277
391.363,31.46465736,28.09671119,35.06446756,27.3688558,26.28403855
391.572,31.05893758,27.83060026,34.49914373,26.94763315,25.89148517
391.781,30.21962815,27.34483062,33.89975181,26.27920021,25.48909576
391.991,30.07780679,26.85166813,33.54062978,25.60537999,24.98277508
392.2,29.52638926,26.17291056,33.05001876,25.20073205,24.50530264
392.409,29.05095164,25.73478078,32.40424836,24.76001701,23.85912981
392.618,28.58031017,25.28525428,32.0107421,24.28432346,23.64117807
392.827,28.27468756,25.04499948,31.83575958,24.17880615,23.5134195
393.037,27.98679573,25.01499694,31.83607141,24.24669212,23.56039403
393.246,27.32782563,24.40536695,31.19456177,23.41285226,22.6131936
393.455,26.96263663,24.11229414,30.83784734,23.0724765,22.06260931
393.664,27.07621524,24.1139289,30.92685599,23.1715356,22.18738982
393.873,26.97854078,24.04396599,30.86307026,22.97760194,22.1855755
394.082,26.56937907,23.32474757,30.45652765,22.37729546,21.51022522
394.291,26.2116454,23.05423111,30.19451946,22.33037838,21.47713279
394.5,26.0175886,22.85457166,29.79258771,22.14382188,21.0755445
394.709,25.94739863,22.5127304,29.47520666,21.97365408,21.05183597
394.918,25.97899586,22.24485393,29.33041209,21.80179466,20.69700961
395.127,25.70106912,21.92388238,29.01191001,21.40803699,20.36695418
395.336,25.59403846,21.78225052,28.84494238,21.10692365,20.16504715
395.545,25.47729128,21.75621299,28.6968004,21.02520086,20.22282534
395.754,25.46518924,21.59515863,28.49009417,20.76756419,20.07077321
395.963,25.18019255,21.35478753,28.16003182,20.49091924,19.61353209
396.172,24.87176194,20.98278887,27.75276369,20.20905466,19.28197646
396.381,24.82049563,21.01798923,27.65409529,20.26547659,19.39227783
396.59,24.51346902,20.67001477,27.44159684,20.06477266,19.1267017
396.799,24.26142393,20.39100143,27.20431499,19.79082918,19.0042599
397.008,23.96485941,20.3240905,27.07192234,19.55106171,18.82941385
397.217,23.51776364,20.02724224,26.77497856,19.19026414,18.59218988
397.426,23.32281238,19.87543058,26.63921929,19.02371085,18.54601954
397.635,23.0128659,19.52341124,26.37057308,18.82586698,18.28682566
397.844,22.73119919,19.25596396,26.09254835,18.63120483,17.98339397
398.052,22.50979465,19.03254086,25.98098973,18.52927147,17.86577594
398.261,22.32424921,18.84687278,25.78349525,18.31380348,17.66539435
398.47,22.13733695,18.72199791,25.71224722,18.24882489,17.50339923
398.679,21.95795439,18.51549528,25.51124043,17.93582891,17.26019485
398.888,21.87266784,18.45966514,25.31376703,17.8494297,17.10707069
399.096,21.74826681,18.39996047,25.21158032,17.80889742,16.95973358
399.305,21.6247852,18.24716278,25.08480343,17.69168847,16.90584948
399.514,21.46149325,18.02227356,24.87519116,17.467977,16.6982551
399.723,21.35336922,17.88094973,24.68084655,17.31042105,16.46767759
399.931,21.23669664,17.8565762,24.57606087,17.25066209,16.47134345
400.14,21.15882793,17.76250577,24.41554466,17.09065679,16.43659286
400.349,20.99795891,17.68346364,24.20565963,16.92739248,16.24568341
400.557,20.8156813,17.49811563,24.03589735,16.76254053,16.15355645
400.766,20.79882031,17.45375074,23.91552434,16.65884602,16.1595267
400.975,20.8184024,17.40650594,23.83233974,16.65342619,16.20809095
401.183,20.74078223,17.33489623,23.73029933,16.54037181,16.16951054
401.392,20.58407565,17.16632069,23.58224228,16.35388872,16.05319332
401.601,20.45702804,17.03565162,23.42760735,16.17571149,15.89197772
401.809,20.31879774,16.89449814,23.29172346,16.08564256,15.77244206
402.018,20.18435711,16.82528478,23.14358211,16.01889895,15.70662653
402.226,20.01348583,16.68817446,22.98914224,15.87655548,15.60761526
402.435,19.89139586,16.58186859,22.92109223,15.79680824,15.5163477
402.643,19.7793703,16.46813546,22.79779335,15.71959867,15.47105656
402.852,19.72235108,16.41279918,22.68679225,15.6365144,15.37250232
403.06,19.58654371,16.29147532,22.56630063,15.52458102,15.21931388
403.269,19.45583066,16.17048014,22.47065687,15.44803757,15.10786965
403.477,19.31804767,16.05642006,22.34401305,15.32956336,14.97239915
403.686,19.25535013,16.00851103,22.23281689,15.25761115,14.95336479
403.894,19.13043964,15.92931231,22.10642352,15.18124509,14.87659671
404.103,19.10230899,15.94367811,22.05096451,15.16369439,14.90342945
404.311,19.07784378,15.88140673,22.02613049,15.10220813,14.8757373
404.519,19.06473518,15.87059022,21.9921684,15.07822774,14.86570844
404.728,18.99027098,15.8013803,21.88425456,15.01187275,14.78028258
404.936,18.91854033,15.73265908,21.82868416,14.94246927,14.73384913
405.145,18.88209724,15.70168773,21.82236397,14.92181487,14.78842867
405.353,18.82096528,15.66088762,21.75747767,14.88388724,14.78665521
405.561,18.73142931,15.63296996,21.68643855,14.82773176,14.73396807
405.77,18.69332123,15.57845279,21.66175745,14.8113911,14.73310866
405.978,18.64323527,15.54376523,21.64333393,14.73778501,14.69544231
406.186,18.6431483,15.54763975,21.65563956,14.75255367,14.68129055
406.395,18.56403708,15.47859503,21.59070449,14.66945836,14.61536571
406.603,18.51747987,15.42729847,21.54773956,14.63767189,14.5803965
406.811,18.4563479,15.39293442,21.50136047,14.61705061,14.54858146
407.019,18.44758815,15.37955465,21.50758312,14.58583015,14.58952092
407.228,18.45872112,15.38666183,21.50752051,14.58972215,14.59130401
407.436,18.44471792,15.38616796,21.48900669,14.5901439,14.56854913
407.644,18.42369448,15.38261179,21.50756266,14.57983326,14.57175796
407.852,18.41645059,15.35486105,21.48897899,14.56630778,14.57685919
408.06,18.41927112,15.37856862,21.48904884,14.56254901,14.57324798
408.268,18.43305067,15.39261091,21.49197533,14.58012179,14.58792104
408.477,18.42558313,15.371797,21.47045794,14.54122848,14.59709051
408.685,18.44700416,15.41648024,21.50143092,14.60368043,14.66669082
408.893,18.43206908,15.41986778,21.49201025,14.59350301,14.69667774
409.101,18.4179789,15.39889211,21.48894407,14.55112841,14.68395172
409.309,18.41118232,15.40599241,21.48891638,14.57203822,14.6871059
409.517,18.38976129,15.41243536,21.50128462,14.58179388,14.73858592
409.725,18.36498545,15.40194925,21.48887423,14.53217922,14.72631693
409.933,18.41154266,15.42582374,21.49816245,14.56702523,14.76800649
410.141,18.43349798,15.45357448,21.54132245,14.57007372,14.79850509
410.349,18.42960889,15.44663594,21.56895049,14.58387669,14.81622302
410.557,18.43442985,15.44613862,21.59069787,14.62220399,14.8706386
410.765,18.43518778,15.4566299,21.63688913,14.67433425,14.92837231
410.973,18.44118917,15.43243017,21.6306737,14.64978784,14.90377969
411.181,18.46412607,15.45324409,21.68321946,14.6875712,14.94878738
411.389,18.48188168,15.47067047,21.70183805,14.73969043,14.9706282
411.597,18.51085723,15.49437804,21.75732413,14.76364873,15.01064399
411.805,18.54301364,15.50131658,21.76355341,14.76002318,15.02016117
412.013,18.57043606,15.5118027,21.81604378,14.8161897,15.06573521
412.221,18.5533017,15.49792389,21.82850955,14.80880538,15.08447651
412.429,18.57234952,15.5187378,21.85013832,14.84072507,15.11858631
412.636,18.59170797,15.55326188,21.87486819,14.86163488,15.18858901
412.844,18.61326568,15.56036735,21.87170447,14.84727694,15.18543483
413.052,18.62851139,15.57019611,21.87477727,14.83682203,15.18824129
413.26,18.64786984,15.60116919,21.90860028,14.86470546,15.25468743
413.468,18.66424626,15.60083879,21.9178542,14.87583752,15.25519912
413.676,18.66446991,15.59422892,21.92395824,14.85130216,15.27521182
413.883,18.66478054,15.59406028,21.91469772,14.83764345,15.28988488
414.091,18.64724859,15.58002144,21.91160385,14.83806521,15.29859731
414.299,18.65153527,15.60793393,21.8962182,14.82747708,15.31356344
414.507,18.65449247,15.61875216,21.89915191,14.83066983,15.32858422
414.714,18.64953483,15.61181189,21.87153771,14.82314124,15.35536231
414.922,18.66348833,15.60487507,21.84675908,14.81657833,15.37262321
415.13,18.65015608,15.60858783,21.84990894,14.82007066,15.39079817
415.337,18.64237792,15.61230404,21.81911719,14.81993744,15.40479559
415.545,18.64528541,15.62601421,21.82233628,14.81993744,15.40198913
415.753,18.6208202,15.62618113,21.79757149,14.81229771,15.42882187
415.96,18.60717733,15.62585246,21.79445655,14.81565681,15.43265169
416.168,18.59215528,15.61925119,21.77599149,14.81566785,15.43799133
416.376,18.59528642,15.63006942,21.75426519,14.83672193,15.47738612
416.583,18.54390825,15.59166737,21.73261596,14.81916019,15.4320307
416.791,18.51479602,15.55714329,21.68938611,14.79492439,15.40072735
416.998,18.4755324,15.54987607,21.67696188,14.78448053,15.36707457
417.206,18.44686748,15.51857432,21.66473994,14.7911877,15.3584168
417.413,18.42790663,15.50404677,21.63396202,14.78057749,15.35165141
417.621,18.39932868,15.50759606,21.62167747,14.77472486,15.3584168
417.828,18.35930713,15.46307801,21.57231589,14.72552091,15.33123634
418.036,18.33341303,15.42855393,21.54753064,14.70111877,15.30062843
418.243,18.3161917,15.43194319,21.52591572,14.71547672,15.3091769
418.451,18.29790181,15.4079035,21.48562621,14.7328942,15.32729721
418.658,18.27178405,15.37272378,21.46106372,14.70194019,15.2869337
418.866,18.22553746,15.35256894,21.4116666,14.67071974,15.27364135
419.073,18.20871373,15.35917881,21.3838501,14.66054232,15.28890055
419.281,18.18769029,15.31433037,21.33749869,14.62680627,15.27622919
419.488,18.13899596,15.30755702,21.25724781,14.54316702,15.22944803
419.695,18.11086532,15.26319557,21.21088918,14.51181335,15.17813197
419.903,18.07237209,15.22545259,21.1923332,14.51123629,15.15073289
420.11,18.05935047,15.22545259,21.17385369,14.5259939,15.15704125
420.317,18.04562062,15.20480388,21.13991929,14.47414113,15.11352357
420.525,18.00430686,15.20447348,21.09671052,14.42576964,15.12355243
420.732,17.96017258,15.19431432,21.02581771,14.36695428,15.06805884
420.939,17.94604514,15.2117407,21.01655718,14.37044662,15.08669083
421.147,17.94031712,15.18076763,20.97025516,14.37071306,15.06857053
421.354,17.96209849,15.16754617,20.97040869,14.39133434,15.09000897
421.561,17.91867242,15.18530122,20.94261988,14.39064615,15.09407721
421.768,17.88285059,15.17142241,20.96111986,14.40500409,15.08587646
421.976,17.89358596,15.17771221,20.95505074,14.39871867,15.13586645
422.183,17.90739033,15.17061019,20.94270296,14.40206674,15.153803
422.39,17.89938851,15.15301861,20.9116812,14.3942717,15.1405653
422.597,17.91463421,15.17060847,20.89325045,14.44639092,15.19370947
422.804,17.93306078,15.12979975,20.85330954,14.43579175,15.12910107
423.012,17.93179338,15.10188037,20.89030289,14.42488197,15.11103542
423.219,17.92167926,15.0605795,20.88093098,14.4176419,15.07875373
423.426,17.93563276,15.08833196,20.89019812,14.43131165,15.13282159
423.633,17.89820808,15.07413308,20.84379072,14.39282905,15.10197527
423.84,17.94507592,15.0841322,20.86847182,14.42027968,15.14428582
424.047,17.93067512,15.08140202,20.8129785,14.42011333,15.13425695
424.254,17.89373501,15.09882495,20.76669694,14.41623238,15.14469781
424.461,17.84015756,15.06801536,20.68648822,14.3604876,15.09011828
424.668,17.80562794,15.03010202,20.6155051,14.30500927,15.0688438
424.875,17.72840536,14.96799068,20.56001178,14.23212451,15.00715116
425.082,17.70335616,14.98186948,20.53203513,14.21525096,15.01615666
425.289,17.71615413,14.99541962,20.46741374,14.21874329,15.02470513
425.496,17.66355827,14.99591177,20.39357336,14.169939,14.98016408
425.703,17.64146627,14.96122421,20.35060181,14.15265475,14.91571964
425.91,17.60497347,14.91653409,20.30756042,14.09314015,14.85483175
426.117,17.55480054,14.85796859,20.23973379,14.03445803,14.76207417
426.324,17.53580243,14.82972571,20.20276152,13.98944564,14.73799324
426.531,17.50927462,14.79586241,20.19343115,13.97256105,14.70083856
426.738,17.48518219,14.77826568,20.17183731,13.93033072,14.6540574
426.945,17.4731546,14.79214104,20.1657471,13.94777028,14.61776213
427.152,17.42950489,14.77471294,20.12537391,13.91709377,14.56553202
427.359,17.44801843,14.77793356,20.15003393,13.93743756,14.58678671
427.566,17.3799532,14.73357899,20.11290813,13.86802304,14.54992511
427.772,17.34838078,14.68484743,20.11290813,13.84348767,14.51999285
427.979,17.33076186,14.68112778,20.1189911,13.80863062,14.50812624
428.186,17.32923354,14.68047215,20.10044174,13.82675839,14.50486275
428.393,17.338627,14.69418232,20.06035453,13.82314388,14.51362984
428.6,17.30069286,14.65676286,20.04476658,13.82635872,14.48863484
428.806,17.28406796,14.64271885,20.02926231,13.8011462,14.42127464
429.013,17.24193411,14.60464376,19.9704939,13.76699943,14.38411996
