genes,signedlogP
evm.TU.Ap11.622,0.504152276117408
evm.TU.Ap11.623,0.869626275663212
evm.TU.Ap11.624,-0.0625299892492823
evm.TU.Ap11.625,NA
evm.TU.Ap11.626,0.366634807634478
evm.TU.Ap11.627,-0.262786342133406
evm.TU.Ap11.628,0.568524921420528
evm.TU.Ap11.629,-0.0535219094115878
evm.TU.Ap11.63,-0.0968751927598247
evm.TU.Ap11.630,0.683528322267972
evm.TU.Ap11.631,-0.139211369280547
evm.TU.Ap11.632,-0.148798606288082
evm.TU.Ap11.633,-0.0579227043330178
evm.TU.Ap11.634,-0.188548546804983
evm.TU.Ap11.635,NA
evm.TU.Ap11.636,NA
evm.TU.Ap11.637,-0.563432256977076
evm.TU.Ap11.638,-0.131542752329689
evm.TU.Ap11.639,NA
evm.TU.Ap11.64,0.0756511784755822
evm.TU.Ap11.640,NA
evm.TU.Ap11.641,-0.0276839276401951
evm.TU.Ap11.642,-1.59934364531201
evm.TU.Ap11.643,1.15988056232916
evm.TU.Ap11.644,-0.266474604192277
evm.TU.Ap11.645,-0.478355241306674
evm.TU.Ap11.646,-2.84224227834988
evm.TU.Ap11.647,NA
evm.TU.Ap11.648,NA
evm.TU.Ap11.649,0.245204570470616
evm.TU.Ap11.65,NA
evm.TU.Ap11.650,-0.130161452732826
evm.TU.Ap11.651,1.28304518645782
evm.TU.Ap11.652,NA
evm.TU.Ap11.653,0.999330930203478
evm.TU.Ap11.654,0.705317189463733
evm.TU.Ap11.655,0.303194035780487
evm.TU.Ap11.656,0.231068287352815
evm.TU.Ap11.657,NA
evm.TU.Ap11.658,-1.81563978886132
evm.TU.Ap11.659_evm.TU.Ap11.661,-5.08457775244231
evm.TU.Ap11.66,0.435728224701034
evm.TU.Ap11.660,NA
evm.TU.Ap11.662,2.85587884491655
evm.TU.Ap11.663,0.632679685128115
evm.TU.Ap11.664,0.935618119543596
evm.TU.Ap11.665,3.92142558896407
evm.TU.Ap11.666,-0.149038982813057
evm.TU.Ap11.667,NA
evm.TU.Ap11.668,NA
evm.TU.Ap11.669,NA
evm.TU.Ap11.67,-3.82311629014468
evm.TU.Ap11.670,0.00823493789229912
evm.TU.Ap11.671,NA
evm.TU.Ap11.672,NA
evm.TU.Ap11.673,NA
evm.TU.Ap11.674,-0.295361154127963
evm.TU.Ap11.675,NA
evm.TU.Ap11.676,0.710528367614683
evm.TU.Ap11.677,NA
evm.TU.Ap11.678,-0.390157738491037
evm.TU.Ap11.679,-1.27705529221633
evm.TU.Ap11.68,-1.88594463921994
evm.TU.Ap11.680,-0.184547103793669
evm.TU.Ap11.681,0.366253431059031
evm.TU.Ap11.682,3.01524340409751
evm.TU.Ap11.683,1.58384907204619
evm.TU.Ap11.684,NA
evm.TU.Ap11.685,NA
evm.TU.Ap11.686,NA
evm.TU.Ap11.687,NA
evm.TU.Ap11.688,NA
evm.TU.Ap11.689,NA
evm.TU.Ap11.69,-4.56210520119628
evm.TU.Ap11.690,-0.211911916685468
evm.TU.Ap11.691,NA
evm.TU.Ap11.692,NA
evm.TU.Ap11.693,NA
evm.TU.Ap11.694,NA
evm.TU.Ap11.695,NA
evm.TU.Ap11.696,NA
evm.TU.Ap11.697,0.0882632661495437
evm.TU.Ap11.698,-0.0617819265602595
evm.TU.Ap11.699,-0.602438665899623
evm.TU.Ap11.7,0.172588925764547
evm.TU.Ap11.70,-6.75112479998044
evm.TU.Ap11.700,0.0317419463585066
evm.TU.Ap11.701,-0.122486732171264
evm.TU.Ap11.702,0.111773864893552
evm.TU.Ap11.703,-2.73326995376961
evm.TU.Ap11.704,NA
evm.TU.Ap11.705,NA
evm.TU.Ap11.706,-0.05791973739127
evm.TU.Ap11.707,-0.0657802070164683
evm.TU.Ap11.708,NA
evm.TU.Ap11.709,NA
evm.TU.Ap11.71,-4.49735417164788
evm.TU.Ap11.710,NA
evm.TU.Ap11.711,NA
evm.TU.Ap11.712,0.519126071393085
evm.TU.Ap11.713,-1.74193811247225
evm.TU.Ap11.714,NA
evm.TU.Ap11.715,0.279285246376213
evm.TU.Ap11.716,-0.360593637370439
evm.TU.Ap11.717,NA
evm.TU.Ap11.718,-0.64602406707162
evm.TU.Ap11.719,-0.130817886590488
evm.TU.Ap11.72,-2.48810803493766
evm.TU.Ap11.720,-0.297754104831293
evm.TU.Ap11.721,-0.922421666157975
evm.TU.Ap11.722,NA
evm.TU.Ap11.723,NA
evm.TU.Ap11.724,NA
evm.TU.Ap11.725,NA
evm.TU.Ap11.726,NA
evm.TU.Ap11.727,-0.0535209242089925
evm.TU.Ap11.728,3.37456519111414
evm.TU.Ap11.729,0.496851841052114
evm.TU.Ap11.73,-4.5831981357329
evm.TU.Ap11.730,0.213601962642322
evm.TU.Ap11.731,-1.67916425906585
evm.TU.Ap11.732,-4.64225317747446
evm.TU.Ap11.733_evm.TU.Ap11.734,0.873694761225237
evm.TU.Ap11.735,-0.305238377968075
evm.TU.Ap11.736,-0.962736196474792
evm.TU.Ap11.737,-0.358265334529181
evm.TU.Ap11.738,-6.48706140235734
evm.TU.Ap11.739,-0.209948764240596
evm.TU.Ap11.74,1.44153068612039
evm.TU.Ap11.740,0.41828964332784
evm.TU.Ap11.741,0.138755474735336
evm.TU.Ap11.742,NA
evm.TU.Ap11.743,NA
evm.TU.Ap11.744,NA
evm.TU.Ap11.745,-0.529059114719061
evm.TU.Ap11.746,-0.303127856309869
evm.TU.Ap11.747,0.194824359168042
evm.TU.Ap11.748,-1.08552970005013
evm.TU.Ap11.749,3.67301987424758
evm.TU.Ap11.75,-0.116812239942584
evm.TU.Ap11.750,-3.56124339786713
evm.TU.Ap11.751,NA
evm.TU.Ap11.752,NA
evm.TU.Ap11.753,NA
evm.TU.Ap11.754,NA
evm.TU.Ap11.755,NA
evm.TU.Ap11.756,NA
evm.TU.Ap11.757,NA
evm.TU.Ap11.758,NA
evm.TU.Ap11.759,-0.0535219094115877
evm.TU.Ap11.76,-0.339561030512045
evm.TU.Ap11.760,NA
evm.TU.Ap11.761,NA
evm.TU.Ap11.762,0.0154125888019849
evm.TU.Ap11.763,0.125472904662376
evm.TU.Ap11.764,NA
evm.TU.Ap11.765,NA
evm.TU.Ap11.766,NA
evm.TU.Ap11.767,1.6744479304122
evm.TU.Ap11.768,0.117721960238688
evm.TU.Ap11.769,NA
evm.TU.Ap11.77,0.33236097083584
evm.TU.Ap11.770,NA
evm.TU.Ap11.771,NA
evm.TU.Ap11.772,NA
evm.TU.Ap11.773,NA
evm.TU.Ap11.774,-0.102997347623178
evm.TU.Ap11.775,-0.178276169730061
evm.TU.Ap11.776,-1.17256493243064
evm.TU.Ap11.777,0.162385269660024
evm.TU.Ap11.778,-0.178214254164964
evm.TU.Ap11.779,1.15794182348974
evm.TU.Ap11.78,-0.63599311685501
evm.TU.Ap11.780,-0.559549298395873
evm.TU.Ap11.781,1.52861046485326
evm.TU.Ap11.782,NA
evm.TU.Ap11.783,1.41106073945918
evm.TU.Ap11.784,-8.75581434464582
evm.TU.Ap11.785,-0.226149525374491
evm.TU.Ap11.786,0.253182641851343
evm.TU.Ap11.787,NA
evm.TU.Ap11.788,-0.0579226712691057
evm.TU.Ap11.789,NA
evm.TU.Ap11.79,-0.201702348717055
evm.TU.Ap11.790,-0.154685881202753
evm.TU.Ap11.791,-0.102379557574909
evm.TU.Ap11.792,NA
evm.TU.Ap11.793,0.21963637903441
evm.TU.Ap11.794,0.163899209268826
evm.TU.Ap11.795,0.58791945388299
evm.TU.Ap11.796,-0.05791973739127
evm.TU.Ap11.797,NA
evm.TU.Ap11.798,-0.155305575339749
evm.TU.Ap11.799,NA
evm.TU.Ap11.8,-0.0303473354899514
evm.TU.Ap11.80,NA
evm.TU.Ap11.800,-0.680844811566118
evm.TU.Ap11.801,NA
evm.TU.Ap11.802,NA
evm.TU.Ap11.803,-0.592693526577587
evm.TU.Ap11.804,0.00462473463679063
evm.TU.Ap11.805,-1.65095041360823
evm.TU.Ap11.806,0.469730040305757
evm.TU.Ap11.807,-0.0579207263709563
evm.TU.Ap11.808,-1.55712545597204
evm.TU.Ap11.809,-0.05791973739127
evm.TU.Ap11.81,-0.363004718565012
evm.TU.Ap11.810,0.474453677398459
evm.TU.Ap11.811,-1.03990575127543
evm.TU.Ap11.812,0.102725884637734
evm.TU.Ap11.813,0.466675367138494
evm.TU.Ap11.814,NA
evm.TU.Ap11.815,0.60437238804115
evm.TU.Ap11.816,-0.0400116976942776
evm.TU.Ap11.817,-1.32826532439852
evm.TU.Ap11.818,-0.209951004076743
evm.TU.Ap11.819,NA
evm.TU.Ap11.82,-0.206682085068424
evm.TU.Ap11.820,NA
evm.TU.Ap11.821,-0.131544861199811
evm.TU.Ap11.822,NA
evm.TU.Ap11.823,-0.209948764240596
evm.TU.Ap11.824,NA
evm.TU.Ap11.825,-0.0699267301644528
evm.TU.Ap11.826,-0.201181472803838
evm.TU.Ap11.827,-0.209951111748669
evm.TU.Ap11.828,NA
evm.TU.Ap11.829,-0.253262391587374
evm.TU.Ap11.83,1.33217652309401
evm.TU.Ap11.830,-0.477313620890528
evm.TU.Ap11.831,-1.22087255593314
evm.TU.Ap11.832,-0.323995090692637
evm.TU.Ap11.833,0.130571384458056
evm.TU.Ap11.834,-0.704676073926251
evm.TU.Ap11.835,-3.75565579869121
evm.TU.Ap11.836,6.33709473753205
evm.TU.Ap11.837,0.372460102673648
evm.TU.Ap11.838,-3.82964052337556
evm.TU.Ap11.839,NA
evm.TU.Ap11.84,-0.0579217689653152
evm.TU.Ap11.840,0.329675727147709
evm.TU.Ap11.841,NA
evm.TU.Ap11.842,-0.261995548531927
evm.TU.Ap11.843,-1.3371734414794
evm.TU.Ap11.844,-0.0579207263709563
evm.TU.Ap11.845,-1.37778830632061
evm.TU.Ap11.846,NA
evm.TU.Ap11.847,NA
evm.TU.Ap11.848,0.305005755411197
evm.TU.Ap11.849,NA
evm.TU.Ap11.85,-3.57777572506981
evm.TU.Ap11.850,NA
evm.TU.Ap11.851,NA
evm.TU.Ap11.852,NA
evm.TU.Ap11.853,-0.533217796576696
evm.TU.Ap11.854,0.00793694563087964
evm.TU.Ap11.855,-1.63552811479558
evm.TU.Ap11.856,-0.307201030410899
evm.TU.Ap11.857,-0.550629299334406
evm.TU.Ap11.858,-0.492703956125246
evm.TU.Ap11.859,-0.957382115931369
evm.TU.Ap11.86,0.0458169325292262
evm.TU.Ap11.860,-2.00258879824275
evm.TU.Ap11.861,-0.131544918364356
evm.TU.Ap11.862,NA
evm.TU.Ap11.863,-0.915795648107505
evm.TU.Ap11.864,0.587323089586571
evm.TU.Ap11.865,0.483653845168423
evm.TU.Ap11.866,NA
evm.TU.Ap11.867,-0.632375572419179
evm.TU.Ap11.868,-0.670760025955447
evm.TU.Ap11.869,NA
evm.TU.Ap11.87,0.0877737730545225
evm.TU.Ap11.870,-2.52140784258686
evm.TU.Ap11.871,0.0168079108950593
evm.TU.Ap11.872,1.11813948851637
evm.TU.Ap11.873,NA
evm.TU.Ap11.874,NA
evm.TU.Ap11.875,1.30774140428195
evm.TU.Ap11.876,0.595723265347199
evm.TU.Ap11.877,-2.40138051969574
evm.TU.Ap11.878,-1.77057444706763
evm.TU.Ap11.879,0.381032614095052
evm.TU.Ap11.88,0.794226754739551
evm.TU.Ap11.880,NA
evm.TU.Ap11.881,NA
evm.TU.Ap11.882,NA
evm.TU.Ap11.883,-0.0122030423949257
evm.TU.Ap11.884,0.309582404364906
evm.TU.Ap11.885,NA
evm.TU.Ap11.886,-0.5448572838904
evm.TU.Ap11.887,-0.607566109932669
evm.TU.Ap11.888,-2.05356681001561
evm.TU.Ap11.889,0.648759309217921
evm.TU.Ap11.89,-0.60276477690076
evm.TU.Ap11.890,-0.15843285861326
evm.TU.Ap11.891,NA
evm.TU.Ap11.892,-0.131546013754533
evm.TU.Ap11.893,NA
evm.TU.Ap11.894,-0.05791973739127
evm.TU.Ap11.895,NA
evm.TU.Ap11.896,-0.429873819291325
evm.TU.Ap11.897,-0.209952125649478
evm.TU.Ap11.898,NA
evm.TU.Ap11.899,NA
evm.TU.Ap11.9,3.1616277638822
evm.TU.Ap11.90,1.19984805343043
evm.TU.Ap11.900,-0.0692859692158707
evm.TU.Ap11.901,-0.151539089542132
evm.TU.Ap11.902,-0.641508710832268
evm.TU.Ap11.903,0.0327423950828684
evm.TU.Ap11.904,1.05874124385944
evm.TU.Ap11.905,0.0037797831941907
evm.TU.Ap11.906,0.0280248509293558
evm.TU.Ap11.907,1.70503325582468
evm.TU.Ap11.908,NA
evm.TU.Ap11.909,NA
evm.TU.Ap11.91,0.619596975473615
evm.TU.Ap11.910,-0.0425321650390431
evm.TU.Ap11.911,NA
evm.TU.Ap11.912,2.49734715782466
evm.TU.Ap11.913,NA
evm.TU.Ap11.914,NA
evm.TU.Ap11.915,NA
evm.TU.Ap11.916,-0.444581514062281
evm.TU.Ap11.917,NA
evm.TU.Ap11.918,-0.397800559823565
evm.TU.Ap11.919,NA
evm.TU.Ap11.92,1.36217435372172
evm.TU.Ap11.920,NA
evm.TU.Ap11.921,NA
evm.TU.Ap11.922,-1.75697023235285
evm.TU.Ap11.923,-1.18107107349127
evm.TU.Ap11.924,NA
evm.TU.Ap11.925,1.51783633463998
evm.TU.Ap11.926,1.31897014988899
evm.TU.Ap11.927,0.261585944312017
evm.TU.Ap11.928,-0.366825011395696
evm.TU.Ap11.929,NA
evm.TU.Ap11.93,0.553134369451357
evm.TU.Ap11.930,0.0247088023274565
evm.TU.Ap11.931,0.00064467601407929
evm.TU.Ap11.932,7.08124788389147
evm.TU.Ap11.933,3.6047593113455
evm.TU.Ap11.934,0.165372690898682
evm.TU.Ap11.935,2.81111846948755
evm.TU.Ap11.936,2.25661268224357
evm.TU.Ap11.937,NA
evm.TU.Ap11.938,0.0338191464113303
evm.TU.Ap11.939,3.11941984191841
evm.TU.Ap11.94,-1.81267929627668
evm.TU.Ap11.940,0.303225630558293
evm.TU.Ap11.941,1.78053972921856
evm.TU.Ap11.942,-1.85492384465474
evm.TU.Ap11.943,-0.0414323140871907
evm.TU.Ap11.944,-0.465542455713088
evm.TU.Ap11.945,-0.229168119125624
evm.TU.Ap11.946,-0.68419233508938
evm.TU.Ap11.947,0.668565930853843
evm.TU.Ap11.948,NA
evm.TU.Ap11.949,NA
evm.TU.Ap11.95,0.536180175560966
evm.TU.Ap11.950,NA
evm.TU.Ap11.951,-0.548128063353501
evm.TU.Ap11.952,0.0109985197154903
evm.TU.Ap11.953,-0.338965821369699
evm.TU.Ap11.954,-0.461304754534169
evm.TU.Ap11.955,-1.41734866259364
evm.TU.Ap11.956,-3.71298604808336
evm.TU.Ap11.957,-0.170776475777531
evm.TU.Ap11.958,0.0175169514015453
evm.TU.Ap11.959,0.738831373085042
evm.TU.Ap11.96,-2.03694591910109
evm.TU.Ap11.960,0.0291743611057859
evm.TU.Ap11.961,-5.79439863862298
evm.TU.Ap11.962,1.68055439679207
evm.TU.Ap11.963,-0.489789999418368
evm.TU.Ap11.964,NA
evm.TU.Ap11.965,0.900418004444517
evm.TU.Ap11.966,0.155391157565646
evm.TU.Ap11.967,-0.325978373989518
evm.TU.Ap11.968,-0.209952128955981
evm.TU.Ap11.969,NA
evm.TU.Ap11.97,4.71193931098308
evm.TU.Ap11.970,-0.13154380676429
evm.TU.Ap11.971,-0.209948764240596
evm.TU.Ap11.972,-0.256273603429333
evm.TU.Ap11.973,NA
evm.TU.Ap11.974,NA
evm.TU.Ap11.975,-0.107824940813728
evm.TU.Ap11.976,-0.0419646476856319
evm.TU.Ap11.977,-0.0958346054304277
evm.TU.Ap11.978,1.92749156376488
evm.TU.Ap11.979,1.77085719724883
evm.TU.Ap11.98,-0.0579207263709563
evm.TU.Ap11.980,NA
evm.TU.Ap11.981,NA
evm.TU.Ap11.982,NA
evm.TU.Ap11.983,-1.20091232361763
evm.TU.Ap11.984,-0.449998430294398
evm.TU.Ap11.985,NA
evm.TU.Ap11.986,0.909442338578123
evm.TU.Ap11.987,0.818894378671028
evm.TU.Ap11.988,0.160833343291465
evm.TU.Ap11.989,1.35379847460117
evm.TU.Ap11.99,NA
evm.TU.Ap11.990,0.615631765540364
evm.TU.Ap11.991,1.44007763492966
evm.TU.Ap11.992,-0.590210407840567
evm.TU.Ap11.993,-0.30312928491456
evm.TU.Ap11.994,-0.0579207263709563
evm.TU.Ap11.995,0.431099456398698
evm.TU.Ap11.996,-0.057921715351539
evm.TU.Ap11.997,-1.32372777318876
evm.TU.Ap11.998,0.181339872351548
evm.TU.Ap11.999,0.247370707078283
evm.TU.Ap12.1,-0.079160352725358
evm.TU.Ap12.10,5.25310648448273
evm.TU.Ap12.100,0.688001411326131
evm.TU.Ap12.1000,-0.0454996684645453
evm.TU.Ap12.1001,-0.73100739554697
evm.TU.Ap12.1002,0.628872644417244
evm.TU.Ap12.1003,0.320024897334896
evm.TU.Ap12.1004,-0.751949317039043
evm.TU.Ap12.1005,-2.47484955101832
evm.TU.Ap12.1006,-0.395331642466984
evm.TU.Ap12.1007,0.0760219279332252
evm.TU.Ap12.1008,-0.05791973739127
evm.TU.Ap12.1009,NA
evm.TU.Ap12.101,0.891350238774748
evm.TU.Ap12.1010,NA
evm.TU.Ap12.1011,NA
evm.TU.Ap12.1012,-0.365596584935029
evm.TU.Ap12.1013,-0.057921715351539
evm.TU.Ap12.1014,-1.89951275457011
evm.TU.Ap12.1015,-0.888499943765745
evm.TU.Ap12.1016,-0.378439958031806
evm.TU.Ap12.1017,NA
evm.TU.Ap12.1018,NA
evm.TU.Ap12.1019,NA
evm.TU.Ap12.102,1.35887078945783
evm.TU.Ap12.1020,-1.35711217577048
evm.TU.Ap12.1021,NA
evm.TU.Ap12.1022,NA
evm.TU.Ap12.1023,1.58818058591563
evm.TU.Ap12.1024,0.254345330948797
evm.TU.Ap12.1025,0.485317519274824
evm.TU.Ap12.1026,1.12410076598245
evm.TU.Ap12.1027,-1.70299333838337
evm.TU.Ap12.1028,1.09932775098503
evm.TU.Ap12.1029,-0.299955109047119
evm.TU.Ap12.103,-0.452602088461992
evm.TU.Ap12.1030,0.489127211200319
evm.TU.Ap12.1031,-0.83339273025016
evm.TU.Ap12.1032,NA
evm.TU.Ap12.1033,NA
evm.TU.Ap12.1034,NA
evm.TU.Ap12.1035,NA
evm.TU.Ap12.1036,0.942188752100046
evm.TU.Ap12.1037,-0.359559273363072
evm.TU.Ap12.1038,-0.0219855053347265
evm.TU.Ap12.1039,NA
evm.TU.Ap12.104,-0.570726509651371
evm.TU.Ap12.1040,NA
evm.TU.Ap12.1041,0.277719986520115
evm.TU.Ap12.1042,2.08005649499237
evm.TU.Ap12.1043,0.176599723033945
evm.TU.Ap12.1044,-0.344144837923026
evm.TU.Ap12.1045,-0.136425814634845
evm.TU.Ap12.1046,-2.22977540941247
evm.TU.Ap12.1047,NA
evm.TU.Ap12.1048,NA
evm.TU.Ap12.1049,0.0612372368255867
evm.TU.Ap12.105,0.706963429571236
evm.TU.Ap12.1050,-10.4081775898179
evm.TU.Ap12.1051,0.797642341690272
evm.TU.Ap12.1052,-0.209948764240596
evm.TU.Ap12.1053,NA
evm.TU.Ap12.1054,NA
evm.TU.Ap12.1055,-0.0579207263709563
evm.TU.Ap12.1056,-0.05791973739127
evm.TU.Ap12.1057,-0.209949885811448
evm.TU.Ap12.1058,-0.209949885811448
evm.TU.Ap12.1059,NA
evm.TU.Ap12.106,0.572187216093026
evm.TU.Ap12.1060,NA
evm.TU.Ap12.1061,-0.623211727020741
evm.TU.Ap12.1062,-0.057921715351539
evm.TU.Ap12.1063,-0.339174758847433
evm.TU.Ap12.1064,-0.847547476792009
evm.TU.Ap12.1065,-0.430803364680178
evm.TU.Ap12.1066,0.608044120186684
evm.TU.Ap12.1067,0.0186644503898541
evm.TU.Ap12.1068,1.82982346283371
evm.TU.Ap12.1069,-1.70914664452484
evm.TU.Ap12.107,1.4070704161768
evm.TU.Ap12.1070,0.257419600075504
evm.TU.Ap12.1071,1.60794650656609
evm.TU.Ap12.1072,2.12764338685007
evm.TU.Ap12.1073,-0.0712497524058533
evm.TU.Ap12.1074,NA
evm.TU.Ap12.1075,-2.27539741944841
evm.TU.Ap12.1076,-1.04414735262
evm.TU.Ap12.1077,-0.0579227043330179
evm.TU.Ap12.1078,-0.419631595651446
evm.TU.Ap12.1079,-0.719156579937036
evm.TU.Ap12.108,-0.039056630056122
evm.TU.Ap12.1080,NA
evm.TU.Ap12.1081,NA
evm.TU.Ap12.1082,-0.0787642251634137
evm.TU.Ap12.1083,1.09539572324107
evm.TU.Ap12.1084,2.00268603601055
evm.TU.Ap12.1085,-0.998746136046841
evm.TU.Ap12.1086,-0.203738884312507
evm.TU.Ap12.1087,-0.0579207263709563
evm.TU.Ap12.1088,NA
evm.TU.Ap12.1089,-0.388069302394124
evm.TU.Ap12.109,0.642619081532357
evm.TU.Ap12.1090,2.12239786567079
evm.TU.Ap12.1091,0.842648665894592
evm.TU.Ap12.1092,-1.75391243418635
evm.TU.Ap12.1093,0.57536840292574
evm.TU.Ap12.1094,1.50610166192883
evm.TU.Ap12.1095,0.430697333510574
evm.TU.Ap12.1096,-0.131542752329689
evm.TU.Ap12.1097,1.84299495813876
evm.TU.Ap12.1098,NA
evm.TU.Ap12.1099,1.72091664753773
evm.TU.Ap12.11,-0.530157653218962
evm.TU.Ap12.110,0.897860344847486
evm.TU.Ap12.1100,0.667283431627229
evm.TU.Ap12.1101,1.36747710795503
evm.TU.Ap12.1102,NA
evm.TU.Ap12.1103,0.22208099840932
evm.TU.Ap12.1104,0.283618609386717
evm.TU.Ap12.1105,-0.0579207263709563
evm.TU.Ap12.1106,-0.05791973739127
evm.TU.Ap12.1107,0.430554579058326
evm.TU.Ap12.1108,1.85070535800008
evm.TU.Ap12.1109,-0.408665433266355
evm.TU.Ap12.111,-2.0156003024631
evm.TU.Ap12.1110,NA
evm.TU.Ap12.1111,NA
evm.TU.Ap12.1112,0.803567127902184
evm.TU.Ap12.1113,1.08646386168082
evm.TU.Ap12.1114,0.417328433099052
evm.TU.Ap12.1115,0.901474253715874
evm.TU.Ap12.1116,-0.451051958408224
evm.TU.Ap12.1117,-1.03757504843863
evm.TU.Ap12.1118,0.124843810210345
evm.TU.Ap12.1119,NA
evm.TU.Ap12.112,0.856965539163865
evm.TU.Ap12.1120,-0.378266468702182
evm.TU.Ap12.1121,NA
evm.TU.Ap12.1122,NA
evm.TU.Ap12.1123,NA
evm.TU.Ap12.1124,NA
evm.TU.Ap12.1125,NA
evm.TU.Ap12.1126,NA
evm.TU.Ap12.1127,NA
evm.TU.Ap12.1128,NA
evm.TU.Ap12.1129,NA
evm.TU.Ap12.113,2.7072342373526
evm.TU.Ap12.1130,NA
evm.TU.Ap12.1131,NA
evm.TU.Ap12.1132,NA
evm.TU.Ap12.1133,NA
evm.TU.Ap12.1134,NA
evm.TU.Ap12.1135,NA
evm.TU.Ap12.1136,NA
evm.TU.Ap12.1137,-0.0579239223397317
evm.TU.Ap12.1138,0.552199467261827
evm.TU.Ap12.1139,1.33895872253457
evm.TU.Ap12.114,0.443310329483839
evm.TU.Ap12.1140,2.03046531025757
evm.TU.Ap12.1141,-0.0261471958389683
evm.TU.Ap12.1142,-1.30143287108528
evm.TU.Ap12.1143,-0.342656389852112
evm.TU.Ap12.1144,NA
evm.TU.Ap12.1145,NA
evm.TU.Ap12.1146,-0.364755785629991
evm.TU.Ap12.1147,0.90277008491562
evm.TU.Ap12.1148,NA
evm.TU.Ap12.1149,NA
evm.TU.Ap12.115,0.103636231836266
evm.TU.Ap12.1150,NA
evm.TU.Ap12.1151,NA
evm.TU.Ap12.1152,NA
evm.TU.Ap12.1153,-0.209948764240596
evm.TU.Ap12.1154,NA
evm.TU.Ap12.1155,0.254964027592184
evm.TU.Ap12.1156,0.0314801959218055
evm.TU.Ap12.1157,4.08209826046106
evm.TU.Ap12.1158,0.721186107234977
evm.TU.Ap12.1159,-0.305411431927413
evm.TU.Ap12.116,0.254686171089059
evm.TU.Ap12.1160,NA
evm.TU.Ap12.1161,1.09247079275663
evm.TU.Ap12.1162,2.3099787765364
evm.TU.Ap12.1163,-3.83060176817392
evm.TU.Ap12.1164,-0.0938443893729005
evm.TU.Ap12.1165,-0.274828663245246
evm.TU.Ap12.1166,1.25444602359517
evm.TU.Ap12.1167,4.86784390065036
evm.TU.Ap12.1168,1.02971304047283
evm.TU.Ap12.1169,-4.12311647198413
evm.TU.Ap12.117,NA
evm.TU.Ap12.1170,3.25479760893236
evm.TU.Ap12.1171,-0.61393576832936
evm.TU.Ap12.1172,NA
evm.TU.Ap12.1173,-0.223266212152958
evm.TU.Ap12.1174,-0.057921715351539
evm.TU.Ap12.1175,0.213304997940442
evm.TU.Ap12.1176,0.221929759361268
evm.TU.Ap12.1177,NA
evm.TU.Ap12.1178,0.914369679368062
evm.TU.Ap12.1179,NA
evm.TU.Ap12.118,0.732785018258229
evm.TU.Ap12.1180,0.737637770121208
evm.TU.Ap12.1181,-0.25912139270963
evm.TU.Ap12.1182,0.35722803845117
evm.TU.Ap12.1183,-0.634395856370353
evm.TU.Ap12.1184,-0.245343505673767
evm.TU.Ap12.1185,2.128639361276
evm.TU.Ap12.1186,0.746971529150737
evm.TU.Ap12.1187,-0.0579226148937187
evm.TU.Ap12.1188,-0.335453118447941
evm.TU.Ap12.1189,-1.5478500044889
evm.TU.Ap12.119,-0.209953903275973
evm.TU.Ap12.1190,1.76633771785233
evm.TU.Ap12.1191,0.122954024666841
evm.TU.Ap12.1192,0.743835045434776
evm.TU.Ap12.1193,-0.471605572269953
evm.TU.Ap12.1194_evm.TU.Ap12.1196,0.76138865853295
evm.TU.Ap12.1195,NA
evm.TU.Ap12.1197,-1.89690396147114
evm.TU.Ap12.1198,-2.05933991830796
evm.TU.Ap12.1199,0.0713264430926813
evm.TU.Ap12.12,0.406672415595292
evm.TU.Ap12.120,0.50178299398116
evm.TU.Ap12.1200,-0.138534709763567
evm.TU.Ap12.1201,1.94856009287375
evm.TU.Ap12.1202,NA
evm.TU.Ap12.1203,NA
evm.TU.Ap12.1204,NA
evm.TU.Ap12.1205,0.166292112028021
evm.TU.Ap12.1206,1.11368696276819
evm.TU.Ap12.1207,0.818090484913612
evm.TU.Ap12.1208,-0.05791973739127
evm.TU.Ap12.1209,0.605028489452242
evm.TU.Ap12.121,NA
evm.TU.Ap12.1210,0.265397581406908
evm.TU.Ap12.1211,-2.42209001680776
evm.TU.Ap12.1212,-0.939898223795215
evm.TU.Ap12.1213,-1.32098920480962
evm.TU.Ap12.1214,NA
evm.TU.Ap12.1215,-0.102004804363307
evm.TU.Ap12.1216,NA
evm.TU.Ap12.1217,-0.487307852922258
evm.TU.Ap12.1218,3.10389656816547
evm.TU.Ap12.1219,2.72476639404255
evm.TU.Ap12.122,1.68773927626267
evm.TU.Ap12.1220,NA
evm.TU.Ap12.1221,NA
evm.TU.Ap12.1222,-0.643640961418336
evm.TU.Ap12.1223,1.86076301724249
evm.TU.Ap12.1224,NA
evm.TU.Ap12.1225,0.148004727983176
evm.TU.Ap12.1226,2.64578014999079
evm.TU.Ap12.1227,0.166301225639603
evm.TU.Ap12.1228,-0.229841092857365
evm.TU.Ap12.1229,-0.376500646352684
evm.TU.Ap12.123,-0.0326292330022741
evm.TU.Ap12.1230,NA
evm.TU.Ap12.1231,2.29094560863626
evm.TU.Ap12.1232,0.440202169240991
evm.TU.Ap12.1233,NA
evm.TU.Ap12.1234,0.168098657597626
evm.TU.Ap12.1235,NA
evm.TU.Ap12.1236,-0.13154380676429
evm.TU.Ap12.1237,NA
evm.TU.Ap12.1238,NA
evm.TU.Ap12.1239,NA
evm.TU.Ap12.124,NA
evm.TU.Ap12.1240,-0.209948764240596
