genes,signedlogP
evm.TU.Ap13.2741,0.163850993709089
evm.TU.Ap13.2742,0.234624277010647
evm.TU.Ap13.2743,NA
evm.TU.Ap13.2744,NA
evm.TU.Ap13.2745,NA
evm.TU.Ap13.2746,NA
evm.TU.Ap13.2747,-0.0360693970644587
evm.TU.Ap13.2748,0.0885487589975454
evm.TU.Ap13.2749,NA
evm.TU.Ap13.275,-1.050757474954
evm.TU.Ap13.2750,-0.110168964762715
evm.TU.Ap13.2751,NA
evm.TU.Ap13.2752,1.77633570630361
evm.TU.Ap13.2753,NA
evm.TU.Ap13.2754,-0.0065320531179373
evm.TU.Ap13.2755,0.432352188645301
evm.TU.Ap13.2756,0.223351274621797
evm.TU.Ap13.2757,0.305379438270209
evm.TU.Ap13.2758,-0.0360689399880182
evm.TU.Ap13.2759,-0.843684762169813
evm.TU.Ap13.276,3.30681904453084
evm.TU.Ap13.2760,0.344281815151463
evm.TU.Ap13.2761,NA
evm.TU.Ap13.2762,NA
evm.TU.Ap13.2763,NA
evm.TU.Ap13.2764,-1.15716006662446
evm.TU.Ap13.2765,-1.39268520405941
evm.TU.Ap13.2766,-0.423410132961168
evm.TU.Ap13.2767,1.01855012450248
evm.TU.Ap13.2768,1.34337106527707
evm.TU.Ap13.2769,1.12813073214493
evm.TU.Ap13.277,-0.140407335680353
evm.TU.Ap13.2770,0.0621131496366807
evm.TU.Ap13.2771,0.197783599928805
evm.TU.Ap13.2772,-0.239084890005183
evm.TU.Ap13.2773,-0.835985437970088
evm.TU.Ap13.2774,0.197709320577866
evm.TU.Ap13.2775,-0.266347984826344
evm.TU.Ap13.2776,-0.803654359693496
evm.TU.Ap13.2777,-0.0689039515542373
evm.TU.Ap13.2778,4.00642180779867
evm.TU.Ap13.2779,1.40090315758749
evm.TU.Ap13.278,0.087370540998464
evm.TU.Ap13.2780,NA
evm.TU.Ap13.2781,NA
evm.TU.Ap13.2782,0.576167994989834
evm.TU.Ap13.2783,0.282034455287634
evm.TU.Ap13.2784,NA
evm.TU.Ap13.2785,1.78041372511791
evm.TU.Ap13.2786,NA
evm.TU.Ap13.2787,NA
evm.TU.Ap13.2788,NA
evm.TU.Ap13.2789,0.0317719981928539
evm.TU.Ap13.279,0.2499896687025
evm.TU.Ap13.2790,0.040780857939203
evm.TU.Ap13.2791,0.102863299610793
evm.TU.Ap13.2792,0.0783037605949863
evm.TU.Ap13.2793,0.257929932753145
evm.TU.Ap13.2794,-0.811242744631196
evm.TU.Ap13.2795,-0.092720201780592
evm.TU.Ap13.2796,1.28231039592308
evm.TU.Ap13.2797,0.8802136878428
evm.TU.Ap13.2798,NA
evm.TU.Ap13.2799,-0.045185560599906
evm.TU.Ap13.28,-0.107116257533259
evm.TU.Ap13.280,-0.401737381075747
evm.TU.Ap13.2800,0.172590359325515
evm.TU.Ap13.2801,-0.036069438616251
evm.TU.Ap13.2802,-0.523135836005688
evm.TU.Ap13.2803,0.250768367497148
evm.TU.Ap13.2804,0.112532075339921
evm.TU.Ap13.2805,NA
evm.TU.Ap13.2806,NA
evm.TU.Ap13.2807,NA
evm.TU.Ap13.2808,0.364209098232873
evm.TU.Ap13.2809,0.306104706205945
evm.TU.Ap13.281,-0.036069860533602
evm.TU.Ap13.2810,-1.35242176412289
evm.TU.Ap13.2811,NA
evm.TU.Ap13.2812,NA
evm.TU.Ap13.2813,NA
evm.TU.Ap13.2814,NA
evm.TU.Ap13.2815,NA
evm.TU.Ap13.2816,0.367927578251592
evm.TU.Ap13.2817,0.925581537555262
evm.TU.Ap13.2818,3.53324095097171
evm.TU.Ap13.2819,0.541318103612242
evm.TU.Ap13.282,-1.01855639921008
evm.TU.Ap13.2820,0.388978549688591
evm.TU.Ap13.2821,-0.386010539084041
evm.TU.Ap13.2822,0.470578754947776
evm.TU.Ap13.2823,0.331970999225009
evm.TU.Ap13.2824,0.0685187323297723
evm.TU.Ap13.2825,0.101748273121204
evm.TU.Ap13.2826,NA
evm.TU.Ap13.2827,NA
evm.TU.Ap13.2828,-0.0360689399880181
evm.TU.Ap13.2829,0.0317715429772729
evm.TU.Ap13.283,0.250697042576498
evm.TU.Ap13.2830,0.160399766359876
evm.TU.Ap13.2831,2.23275781753025
evm.TU.Ap13.2832,0.0999688667305853
evm.TU.Ap13.2833,-0.0389693715715263
evm.TU.Ap13.2834,NA
evm.TU.Ap13.2835,NA
evm.TU.Ap13.2836,NA
evm.TU.Ap13.2837,0.0317705911641326
evm.TU.Ap13.2838,0.107696082235152
evm.TU.Ap13.2839,NA
evm.TU.Ap13.284,-0.423214129789646
evm.TU.Ap13.2840,NA
evm.TU.Ap13.2841,2.11623762814674
evm.TU.Ap13.2842,-0.0814955481257212
evm.TU.Ap13.2843,-0.0910080556151709
evm.TU.Ap13.2844,0.0317715429772729
evm.TU.Ap13.2845,0.0132570151548888
evm.TU.Ap13.2846,-3.12703986420623
evm.TU.Ap13.2847,-0.816519432662398
evm.TU.Ap13.2848,0.220602655048372
evm.TU.Ap13.2849_evm.TU.Ap13.2850,0.179974454572549
evm.TU.Ap13.285,-0.0561003159127669
evm.TU.Ap13.2851,-0.158126805746322
evm.TU.Ap13.2852,-0.205533792901311
evm.TU.Ap13.2853,-0.407306424925993
evm.TU.Ap13.2854,0.361088596260256
evm.TU.Ap13.2855,-0.204518214530506
evm.TU.Ap13.2856,-0.0500585740345266
evm.TU.Ap13.2857,-2.21853534733681
evm.TU.Ap13.2858,-1.09511317151782
evm.TU.Ap13.2859,-0.376555142274629
evm.TU.Ap13.286,NA
evm.TU.Ap13.2860,2.72031605893083
evm.TU.Ap13.2861,NA
evm.TU.Ap13.2862,0.295503043955276
evm.TU.Ap13.2863,1.05671835084817
evm.TU.Ap13.2864,-0.819502525679535
evm.TU.Ap13.2865,-0.0360699223472071
evm.TU.Ap13.2866,2.5104003520309
evm.TU.Ap13.2867,0.948031326879568
evm.TU.Ap13.2868,-0.573310866077326
evm.TU.Ap13.2869,1.32243620257805
evm.TU.Ap13.287,-0.126881284346588
evm.TU.Ap13.2870,-0.0383953667754056
evm.TU.Ap13.2871,-0.231028311802816
evm.TU.Ap13.2872,-0.0786525428290529
evm.TU.Ap13.2873,-0.0360703176104406
evm.TU.Ap13.2874,0.544147242114782
evm.TU.Ap13.2875,0.313055459121646
evm.TU.Ap13.2876,-1.15125313675769
evm.TU.Ap13.2877,-1.38084848610761
evm.TU.Ap13.2878,2.80888590567896
evm.TU.Ap13.2879,0.0861837151340899
evm.TU.Ap13.288,-0.392544656744369
evm.TU.Ap13.2880,-0.104909756487284
evm.TU.Ap13.2881,-1.66923156912019
evm.TU.Ap13.2882_evm.TU.Ap13.2886,-0.592998024854988
evm.TU.Ap13.2883,NA
evm.TU.Ap13.2884,NA
evm.TU.Ap13.2885,NA
evm.TU.Ap13.2887,-0.85982548553581
evm.TU.Ap13.2888,-0.0360689399880181
evm.TU.Ap13.2889,-0.10531002360708
evm.TU.Ap13.289,0.585791400157454
evm.TU.Ap13.2890,-0.0013503490571262
evm.TU.Ap13.2891,NA
evm.TU.Ap13.2892,0.111485734778879
evm.TU.Ap13.2893,-6.15040542613526
evm.TU.Ap13.2894,1.34231720746779
evm.TU.Ap13.2895,0.355138894483745
evm.TU.Ap13.2896,11.1907135733591
evm.TU.Ap13.2897,0.0360642879231537
evm.TU.Ap13.2898,-0.682901037696978
evm.TU.Ap13.2899,-1.06053136366465
evm.TU.Ap13.29,-0.036069438616251
evm.TU.Ap13.290,NA
evm.TU.Ap13.2900,4.6891402851236
evm.TU.Ap13.2901,0.82639754149445
evm.TU.Ap13.2902,-0.902547122713118
evm.TU.Ap13.2903,NA
evm.TU.Ap13.2904,NA
evm.TU.Ap13.2905,NA
evm.TU.Ap13.2906,NA
evm.TU.Ap13.2907,1.08303659751143
evm.TU.Ap13.2908,2.2625411675505
evm.TU.Ap13.2909,-0.0397192982241226
evm.TU.Ap13.291,0.171327603700613
evm.TU.Ap13.2910,-0.055944431795035
evm.TU.Ap13.2911,0.0986645302856889
evm.TU.Ap13.2912,0.048621712244794
evm.TU.Ap13.2913,0.343283618940556
evm.TU.Ap13.2914,0.0685178265703097
evm.TU.Ap13.2915,-0.000973808631090959
evm.TU.Ap13.2916,7.6936931843151
evm.TU.Ap13.2917,6.50805239063123
evm.TU.Ap13.2918,0.750417184887619
evm.TU.Ap13.2919,0.24104124424621
evm.TU.Ap13.292,0.463020149410468
evm.TU.Ap13.2920,0.592618626988753
evm.TU.Ap13.2921,-0.0823705817853154
evm.TU.Ap13.2922,0.476890270714248
evm.TU.Ap13.2923,2.83477069258753
evm.TU.Ap13.2924,1.67449198519532
evm.TU.Ap13.2925,-0.202117762662648
evm.TU.Ap13.2926,1.30799094073651
evm.TU.Ap13.2927,0.817939746893344
evm.TU.Ap13.2928,2.50406645359606
evm.TU.Ap13.2929,-1.5089911843294
evm.TU.Ap13.293,-0.570436520556791
evm.TU.Ap13.2930,-1.36822097469069
evm.TU.Ap13.2931,-0.0947848815127895
evm.TU.Ap13.2932,0.392293040431793
evm.TU.Ap13.2933,0.129241980135759
evm.TU.Ap13.2934,1.16615728788526
evm.TU.Ap13.2935,6.28166130531061
evm.TU.Ap13.2936,0.031770626180234
evm.TU.Ap13.2937,0.58970702724536
evm.TU.Ap13.2938,0.386793589211358
evm.TU.Ap13.2939,2.31971807380177
evm.TU.Ap13.294,0.299583753192967
evm.TU.Ap13.2940,-0.401043813864042
evm.TU.Ap13.2941,1.10881209078593
evm.TU.Ap13.2942,0.0317706675628058
evm.TU.Ap13.2943,0.0182652888475065
evm.TU.Ap13.2944,NA
evm.TU.Ap13.2945,NA
evm.TU.Ap13.2946,1.34240242608336
evm.TU.Ap13.2947,0.0150344788166709
evm.TU.Ap13.2948,0.075906094667684
evm.TU.Ap13.2949,NA
evm.TU.Ap13.295,NA
evm.TU.Ap13.2950,-0.0514790546116107
evm.TU.Ap13.2951,-0.0659288015957992
evm.TU.Ap13.2952,-0.0437461970671748
evm.TU.Ap13.2953,NA
evm.TU.Ap13.2954,NA
evm.TU.Ap13.2955,-0.604830018631551
evm.TU.Ap13.2956,NA
evm.TU.Ap13.2957,NA
evm.TU.Ap13.2958,NA
evm.TU.Ap13.2959,NA
evm.TU.Ap13.296,NA
evm.TU.Ap13.2960,NA
evm.TU.Ap13.2961,NA
evm.TU.Ap13.2962,NA
evm.TU.Ap13.2963,NA
evm.TU.Ap13.2964,NA
evm.TU.Ap13.2965,NA
evm.TU.Ap13.2966,NA
evm.TU.Ap13.2967,NA
evm.TU.Ap13.2968,1.50638784081669
evm.TU.Ap13.2969,-5.4036137652871
evm.TU.Ap13.297,1.1660806573909
evm.TU.Ap13.2970,2.4982509846608
evm.TU.Ap13.2971,-0.243732962235286
evm.TU.Ap13.2972,9.00592875669471
evm.TU.Ap13.2973,0.102862814120571
evm.TU.Ap13.2974,0.704154579313377
evm.TU.Ap13.2975,0.264917072351289
evm.TU.Ap13.2976,0.461774171536858
evm.TU.Ap13.2977,1.75114118477263
evm.TU.Ap13.2978,2.96031434181548
evm.TU.Ap13.2979,-0.7903220170786
evm.TU.Ap13.298,NA
evm.TU.Ap13.2980,-1.06917368605944
evm.TU.Ap13.2981,-0.380630475450227
evm.TU.Ap13.2982,0.0647032960084447
evm.TU.Ap13.2983,1.71157352152425
evm.TU.Ap13.2984,0.436587299156857
evm.TU.Ap13.2985,-0.379281147863734
evm.TU.Ap13.2986,9.59580772556223
evm.TU.Ap13.2987,NA
evm.TU.Ap13.2988,5.92952063452352
evm.TU.Ap13.2989,13.0055892624686
evm.TU.Ap13.299,NA
evm.TU.Ap13.2990,-1.43099438473881
evm.TU.Ap13.2991,-0.112703883341474
evm.TU.Ap13.2992,-3.77269390164689
evm.TU.Ap13.2993,-2.36819312072148
evm.TU.Ap13.2994,-0.0769663006806371
evm.TU.Ap13.2995,-0.823214909239617
evm.TU.Ap13.2996,-0.046455691984221
evm.TU.Ap13.2997,-0.173417522457456
evm.TU.Ap13.2998,-5.13805102845854
evm.TU.Ap13.2999,6.81375031485592
evm.TU.Ap13.3,-0.105613738901448
evm.TU.Ap13.30,NA
evm.TU.Ap13.300,NA
evm.TU.Ap13.3000,15.6125733556522
evm.TU.Ap13.3001,0.44346313613721
evm.TU.Ap13.3002,-0.000928242725318908
evm.TU.Ap13.3003,NA
evm.TU.Ap13.3004,-1.13896781870627
evm.TU.Ap13.3005,NA
evm.TU.Ap13.3006,-0.154452079458165
evm.TU.Ap13.3007,1.65537012632705
evm.TU.Ap13.3008,-4.39150388532033
evm.TU.Ap13.3009,-0.461131775935367
evm.TU.Ap13.301,NA
evm.TU.Ap13.3010,0.00631011071983663
evm.TU.Ap13.3011,-0.049529011651819
evm.TU.Ap13.3012,0.0317719981928539
evm.TU.Ap13.3013_evm.TU.Ap13.3014,-0.147315755071665
evm.TU.Ap13.3015,-0.357149895406904
evm.TU.Ap13.3016,-0.304164197581957
evm.TU.Ap13.3017,-0.0123699206652634
evm.TU.Ap13.3018,2.35380757868484
evm.TU.Ap13.3019,0.675129540683767
evm.TU.Ap13.302,NA
evm.TU.Ap13.3020,-0.327038767139012
evm.TU.Ap13.3021,-0.0276022158228561
evm.TU.Ap13.3022,-1.15432420504318
evm.TU.Ap13.3023,-1.29025629654973
evm.TU.Ap13.3024,-0.205185800629204
evm.TU.Ap13.3025,0.944204905334942
evm.TU.Ap13.3026,6.3700916876545
evm.TU.Ap13.3027,2.97238113575417
evm.TU.Ap13.3028,0.841888604496601
evm.TU.Ap13.3029,0.767369268531367
evm.TU.Ap13.303,NA
evm.TU.Ap13.3030,-0.000928276704003402
evm.TU.Ap13.3031,0.776576835500458
evm.TU.Ap13.3032,0.137061048005969
evm.TU.Ap13.3033,0.0317710877618892
evm.TU.Ap13.3034,-0.121810574950832
evm.TU.Ap13.3035,0.495942486727322
evm.TU.Ap13.3036,0.0398818306817289
evm.TU.Ap13.3037,-0.139429119704552
evm.TU.Ap13.3038,1.83519165008491
evm.TU.Ap13.3039,-0.20040994709112
evm.TU.Ap13.304,0.932424662928496
evm.TU.Ap13.3040,7.19833841669552
evm.TU.Ap13.3041,0.121778142283732
evm.TU.Ap13.3042,-1.49986813962776
evm.TU.Ap13.3043,-0.596596434019599
evm.TU.Ap13.3044,-2.32197547661831
evm.TU.Ap13.3045,-2.03518341830815
evm.TU.Ap13.3046,-0.366241537476807
evm.TU.Ap13.3047,1.44555317691171
evm.TU.Ap13.3048,-0.0577284906862957
evm.TU.Ap13.3049,0.0315335968495713
evm.TU.Ap13.305,0.0317715429772729
evm.TU.Ap13.3050,-0.0207076290433528
evm.TU.Ap13.3051,-2.53322468031537
evm.TU.Ap13.3052,-2.10544203210912
evm.TU.Ap13.3053,0.566346699535909
evm.TU.Ap13.3054,0.363447867797755
evm.TU.Ap13.3055,1.43226260170795
evm.TU.Ap13.3056,NA
evm.TU.Ap13.3057,-0.00093456513105914
evm.TU.Ap13.3058,0.751963434695704
evm.TU.Ap13.3059,1.64282684771111
evm.TU.Ap13.306,-0.104910242797479
evm.TU.Ap13.3060,-0.132611566285046
evm.TU.Ap13.3061,3.11659890669011
evm.TU.Ap13.3062,-0.187285638623555
evm.TU.Ap13.3063,0.225673979947723
evm.TU.Ap13.3064,-0.433985714406095
evm.TU.Ap13.3065,-2.04012924918283
evm.TU.Ap13.3066,-0.03606936190517
evm.TU.Ap13.3067,0.0649354771067983
evm.TU.Ap13.3068,-0.0360693970644585
evm.TU.Ap13.3069,0.884872384676751
evm.TU.Ap13.307,NA
evm.TU.Ap13.3070,0.119165348333424
evm.TU.Ap13.3071,-0.125771132845429
evm.TU.Ap13.3072,-0.861805238262274
evm.TU.Ap13.3073,NA
evm.TU.Ap13.3074,1.16031873445005
evm.TU.Ap13.3075,0.0418805567025305
evm.TU.Ap13.3076,0.605149186646148
evm.TU.Ap13.3077,0.598854587185195
evm.TU.Ap13.3078,0.491928033549962
evm.TU.Ap13.3079,2.47213369571066
evm.TU.Ap13.308,NA
evm.TU.Ap13.3080,NA
evm.TU.Ap13.3081,0.997469818636405
evm.TU.Ap13.3082,1.74765927418712
evm.TU.Ap13.3083,-1.79048024380014
evm.TU.Ap13.3084,1.86081908617267
evm.TU.Ap13.3085,0.068658879782047
evm.TU.Ap13.3086,2.07592094468116
evm.TU.Ap13.3087,-1.09228458473972
evm.TU.Ap13.3088,-0.953842097264267
evm.TU.Ap13.3089,-0.306072187768202
evm.TU.Ap13.309,0.0425263016196353
evm.TU.Ap13.3090,0.0100480637186914
evm.TU.Ap13.3091,-0.105583405482018
evm.TU.Ap13.3092,0.530222803154451
evm.TU.Ap13.3093,1.15405797743969
evm.TU.Ap13.3094,1.4811275530792
evm.TU.Ap13.3095,3.08436681007195
evm.TU.Ap13.3096,-1.320316211428
evm.TU.Ap13.3097,-0.0944801804796703
evm.TU.Ap13.3098,-3.19906248160452
evm.TU.Ap13.3099,-2.27504532835083
evm.TU.Ap13.31,-0.0376198496729566
evm.TU.Ap13.310,0.00453381560733652
evm.TU.Ap13.3100,0.0688115625431048
evm.TU.Ap13.3101,0.845187124700082
evm.TU.Ap13.3102,-0.729706514596362
evm.TU.Ap13.3103_evm.TU.Ap13.3104,0.856081790300124
evm.TU.Ap13.3105,0.100940974960154
evm.TU.Ap13.3106,0.338768168549284
evm.TU.Ap13.3107,1.6411612058121
evm.TU.Ap13.3108,0.649596623175552
evm.TU.Ap13.3109,-0.626863511810161
evm.TU.Ap13.311,-0.873744352817633
evm.TU.Ap13.3110,0.400598171272718
evm.TU.Ap13.3111,0.144878319181211
evm.TU.Ap13.3112,1.9869482827395
evm.TU.Ap13.3113,0.3370909033747
evm.TU.Ap13.3114,0.179983121406713
evm.TU.Ap13.3115,-0.0283750209560921
evm.TU.Ap13.3116,1.51352230335482
evm.TU.Ap13.3117,2.09781992828327
evm.TU.Ap13.3118,0.218232390816316
evm.TU.Ap13.3119,0.309778468183703
evm.TU.Ap13.312,0.878886755634701
evm.TU.Ap13.3120,NA
evm.TU.Ap13.3121,1.5779919523517
evm.TU.Ap13.3122,-0.15355213171722
evm.TU.Ap13.3123,0.0751525235564958
evm.TU.Ap13.3124,0.0664976523340539
evm.TU.Ap13.3125,1.29447066831368
evm.TU.Ap13.3126,-6.8273812245361
evm.TU.Ap13.3127,-0.10842531373805
evm.TU.Ap13.3128,4.99510952132537
evm.TU.Ap13.3129,0.614375069563196
evm.TU.Ap13.313,-1.02043421299643
evm.TU.Ap13.3130,0.639623606190376
evm.TU.Ap13.3131,-0.0106590080917121
evm.TU.Ap13.3132,0.281904757776071
evm.TU.Ap13.3133,-1.79199000226721
evm.TU.Ap13.3134,0.232848883132279
evm.TU.Ap13.3135,0.794658476695437
evm.TU.Ap13.3136,-0.361305657596556
evm.TU.Ap13.3137,-0.0699580273516248
evm.TU.Ap13.3138,5.13548685803261
evm.TU.Ap13.3139,3.60072997291573
evm.TU.Ap13.314,-0.0147732553507891
evm.TU.Ap13.3140,-0.0783038166991328
evm.TU.Ap13.3141,-0.268827213526707
evm.TU.Ap13.3142,1.16927468757646
evm.TU.Ap13.3143,-0.85553342265256
evm.TU.Ap13.3144,2.06170778163756
evm.TU.Ap13.3145,0.0683104578551891
evm.TU.Ap13.3146,0.548353075989205
evm.TU.Ap13.3147,-1.7999393182985
evm.TU.Ap13.3148,-0.241477751921321
evm.TU.Ap13.3149,-0.926813669841475
evm.TU.Ap13.315,-0.439228701832968
evm.TU.Ap13.3150,0.308275089685786
evm.TU.Ap13.3151,4.40180791716102
evm.TU.Ap13.3152,0.248555226077112
evm.TU.Ap13.3153,0.242228653442888
evm.TU.Ap13.3154,0.974253604298791
evm.TU.Ap13.3155,-3.47198776540781
evm.TU.Ap13.3156,-2.05703273803572
evm.TU.Ap13.3157,2.05526468884311
evm.TU.Ap13.3158,1.77667534574866
evm.TU.Ap13.3159,1.18902524959597
evm.TU.Ap13.316,0.143672251837498
evm.TU.Ap13.3160,0.309412854931294
evm.TU.Ap13.3161,-6.42510814167086
evm.TU.Ap13.3162,2.11958126807481
evm.TU.Ap13.3163,-0.616436212697793
evm.TU.Ap13.3164,-0.479899405862014
evm.TU.Ap13.3165,0.498050838553193
evm.TU.Ap13.3166,0.0639414494147453
evm.TU.Ap13.3167,NA
evm.TU.Ap13.3168,-1.23939316970163
evm.TU.Ap13.3169,-0.599434608256228
evm.TU.Ap13.317,0.0598161057601348
evm.TU.Ap13.3170,-1.40342232868789
evm.TU.Ap13.3171_evm.TU.Ap13.3172,-0.576934959028789
evm.TU.Ap13.3173,NA
evm.TU.Ap13.3174,-1.2529256466998
evm.TU.Ap13.3175,4.07305018832954
evm.TU.Ap13.3176,-0.0789792074872245
evm.TU.Ap13.3177,1.68799322097279
evm.TU.Ap13.3178,1.6825053795012
evm.TU.Ap13.3179,-0.657132873144673
evm.TU.Ap13.318,0.598110996838135
evm.TU.Ap13.3180,-2.78195883378233
evm.TU.Ap13.3181,-0.0650103914734469
evm.TU.Ap13.3182,NA
evm.TU.Ap13.319,NA
evm.TU.Ap13.32,-1.6605726078892
evm.TU.Ap13.320,0.760760460858549
evm.TU.Ap13.321,3.66668173306679
evm.TU.Ap13.322,NA
evm.TU.Ap13.323,-0.375611386759839
evm.TU.Ap13.324,-0.295636039598864
evm.TU.Ap13.325,-0.068303164361881
evm.TU.Ap13.326,NA
evm.TU.Ap13.327,-0.104909800696633
evm.TU.Ap13.328,1.38728651403882
evm.TU.Ap13.329,0.888197663155327
evm.TU.Ap13.33,NA
evm.TU.Ap13.330,-0.135318672293159
evm.TU.Ap13.331,-1.33138422510747
evm.TU.Ap13.332,NA
evm.TU.Ap13.333,-0.0832533234080698
evm.TU.Ap13.334,NA
evm.TU.Ap13.335,1.4314932050762
evm.TU.Ap13.336,0.332281525687584
evm.TU.Ap13.337,0.806960156871778
evm.TU.Ap13.338,-0.447779300681139
evm.TU.Ap13.339,4.73799434112785
evm.TU.Ap13.34,NA
evm.TU.Ap13.340,NA
evm.TU.Ap13.341,0.832222760576419
evm.TU.Ap13.342,1.23851642627759
evm.TU.Ap13.343,-2.93376713071144
evm.TU.Ap13.344,-2.02182458839865
evm.TU.Ap13.345,0.0113276614673764
evm.TU.Ap13.346,-0.533453757737796
evm.TU.Ap13.347,-2.45327688680667
evm.TU.Ap13.348,-0.08249486311035
evm.TU.Ap13.349,-5.48227167621622
evm.TU.Ap13.35,NA
evm.TU.Ap13.350,-0.125759621896508
evm.TU.Ap13.351,-0.0360689399880182
evm.TU.Ap13.352,-0.581619026907486
evm.TU.Ap13.353_evm.TU.Ap13.354,-0.594962767321184
evm.TU.Ap13.355,2.77513471016788
evm.TU.Ap13.356,-0.145298774076048
evm.TU.Ap13.357,-1.3578102779975
evm.TU.Ap13.358,-0.5472895559793
evm.TU.Ap13.359,0.00269084104535288
evm.TU.Ap13.36,1.23687080634642
evm.TU.Ap13.360,-0.364396163235772
evm.TU.Ap13.361,-0.0799468840834277
evm.TU.Ap13.362,0.313058986211087
evm.TU.Ap13.363,-5.11675592188307
evm.TU.Ap13.364,-2.30479041472259
evm.TU.Ap13.365,0.569824804615884
evm.TU.Ap13.366,-0.00092783497560843
evm.TU.Ap13.367,NA
evm.TU.Ap13.368,0.0317710813954177
evm.TU.Ap13.369,1.04420576565017
evm.TU.Ap13.37,1.77415898529484
evm.TU.Ap13.370,-7.89549696990911
evm.TU.Ap13.371,-0.829277441586165
evm.TU.Ap13.372,-2.88750883487956
evm.TU.Ap13.373,NA
evm.TU.Ap13.374,NA
evm.TU.Ap13.375,-2.11206464017651
evm.TU.Ap13.376,0.570868180569225
evm.TU.Ap13.377,-0.16107742525714
evm.TU.Ap13.378,0.0675157242514857
evm.TU.Ap13.379,0.587612037562216
evm.TU.Ap13.38,0.122871974497532
evm.TU.Ap13.380,-26.5959343126726
evm.TU.Ap13.381,-3.85566272460358
evm.TU.Ap13.382,0.0377782287878693
evm.TU.Ap13.383,0.81559307373524
evm.TU.Ap13.384,-2.70619818399871
evm.TU.Ap13.385,-0.117311853649789
evm.TU.Ap13.386,-0.344784033033944
evm.TU.Ap13.387,-2.91128316717785
evm.TU.Ap13.388,-0.693078009756593
evm.TU.Ap13.389,3.17367577616696
evm.TU.Ap13.39,0.0317710877618892
evm.TU.Ap13.390,0.0267770658751083
evm.TU.Ap13.391,-1.4844417052146
evm.TU.Ap13.392,0.0317715429772729
evm.TU.Ap13.393,-2.40858364755716
evm.TU.Ap13.394,0.0742103980310576
evm.TU.Ap13.395,2.08526403560921
evm.TU.Ap13.396,-0.201720362726425
evm.TU.Ap13.397,-0.894840006637008
evm.TU.Ap13.398,NA
evm.TU.Ap13.399,0.259310336868382
evm.TU.Ap13.4,0.519003299315555
evm.TU.Ap13.40,2.36642527067706
evm.TU.Ap13.400,1.29547915251282
evm.TU.Ap13.401,-0.538634052767033
evm.TU.Ap13.402,5.33972375279733
evm.TU.Ap13.403,1.59767537448236
evm.TU.Ap13.404,-0.943723866237717
evm.TU.Ap13.405,2.59553893262373
evm.TU.Ap13.406,3.75793966423642
evm.TU.Ap13.407,3.32698192140166
evm.TU.Ap13.408,-0.595404331677763
evm.TU.Ap13.409,0.205002054602486
evm.TU.Ap13.41,0.712023489679597
evm.TU.Ap13.410,0.0149057297708248
evm.TU.Ap13.411,0.207961539976746
evm.TU.Ap13.412,0.978949326448683
evm.TU.Ap13.413,NA
evm.TU.Ap13.414,0.858516118871268
evm.TU.Ap13.415,0.730658774107238
evm.TU.Ap13.416,-0.0666594855778236
evm.TU.Ap13.417,-1.31359783118136
evm.TU.Ap13.418,-0.0618473788508511
evm.TU.Ap13.419,-0.069955717510241
evm.TU.Ap13.42,0.742970935270847
evm.TU.Ap13.420,-1.06809023368434
evm.TU.Ap13.421,-0.283820982927397
evm.TU.Ap13.422,NA
evm.TU.Ap13.423,NA
evm.TU.Ap13.424,-17.466507011926
evm.TU.Ap13.425,0.0317719981928539
evm.TU.Ap13.426,0.597781380339929
evm.TU.Ap13.427,-0.258022916900602
evm.TU.Ap13.428,0.0685182613349975
evm.TU.Ap13.429,0.0761628214127572
evm.TU.Ap13.43,-0.234760007065233
evm.TU.Ap13.430,-0.00558304362649633
evm.TU.Ap13.431,-2.66337665520837
evm.TU.Ap13.432,5.55070480476363
evm.TU.Ap13.433,NA
evm.TU.Ap13.434,NA
evm.TU.Ap13.435,0.215141327983213
evm.TU.Ap13.436,-0.248775197400228
evm.TU.Ap13.437,NA
evm.TU.Ap13.438,0.0317715779934062
evm.TU.Ap13.439,0.338070350194067
evm.TU.Ap13.44,-1.56394298748003
evm.TU.Ap13.440,-1.1689092752151
evm.TU.Ap13.441,0.0317715779934062
evm.TU.Ap13.442,-0.447095223755805
evm.TU.Ap13.443,0.204698786345548
evm.TU.Ap13.444,4.50678406475026
evm.TU.Ap13.445,-0.201638464173099
evm.TU.Ap13.446,-0.134857338297969
evm.TU.Ap13.447,-0.111249256834833
evm.TU.Ap13.448,0.489643743239909
evm.TU.Ap13.449,-1.18549479707299
evm.TU.Ap13.45,-0.256406388598122
evm.TU.Ap13.450,1.42316328805178
evm.TU.Ap13.451,0.00311211554448063
evm.TU.Ap13.452,-0.093851481679191
evm.TU.Ap13.453,-0.0859155876948488
evm.TU.Ap13.454,0.0317715429772729
evm.TU.Ap13.455,NA
evm.TU.Ap13.456,0.0317719981928539
evm.TU.Ap13.457,0.0374431084775196
evm.TU.Ap13.458,NA
evm.TU.Ap13.459,-1.29083522123417
evm.TU.Ap13.46,-0.0988610869520884
evm.TU.Ap13.460,NA
evm.TU.Ap13.461,NA
evm.TU.Ap13.462,0.875722443778658
evm.TU.Ap13.463,-0.377641507469766
evm.TU.Ap13.464,NA
evm.TU.Ap13.465,-0.0360689399880182
evm.TU.Ap13.466,NA
